search_group,candidate_idx,target,seed,matched_target,predicted_target,predicted_objective,predicted_rmse,predicted_gap,familiar_transition,novel_transition,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1,full_familiar_naive,occlusion_familiar_naive,full_familiar_expert,occlusion_familiar_expert,full_novel_naive,occlusion_novel_naive,full_novel_expert,occlusion_novel_expert
standard,6,FB_FB,37,True,FB_FB,-0.2026884819070498,0.08730520308017731,4.201142617066701,FB -> FB,FB -> FB,1e-07,1e-07,0.6,0.6,1.5,1.5,1.5,1.5,0.0,0.056331502894560494,0.0007491184738076602,0.06740710387627284,9.91173928923672e-06,0.05691985314091046,0.001030974998138845,0.06433838258186976
standard,26,FB_FB,11,True,FB_FB,0.5838845233122507,1.1295589208602905,4.686161545912425,FB -> FB,FB -> FB,9.999999747378752e-05,9.999999747378752e-05,1.1538699865341187,0.6624806523323059,1.630743145942688,0.6900966763496399,2.0,1.25985848903656,0.01406665425747633,0.11379512002070745,0.011266525276005268,0.11808783610661824,0.016573273142178855,0.07094250544905663,0.02058960987875859,0.07001173719763756
standard,26,FB_FB,23,True,FB_FB,0.6678804640968641,1.2712403535842896,4.847812675436337,FB -> FB,FB -> FB,9.999999747378752e-05,9.999999747378752e-05,1.1538699865341187,0.6624806523323059,1.630743145942688,0.6900966763496399,2.0,1.25985848903656,0.014043770295878251,0.12360283980766933,0.012882165672878424,0.12361945857604345,0.013289302277068296,0.07701878945032756,0.01296376638735334,0.07743885690967242
standard,26,FB_FB,37,True,FB_FB,0.6766259208321571,1.2500311136245728,4.738377544283868,FB -> FB,FB -> FB,9.999999747378752e-05,9.999999747378752e-05,1.1538699865341187,0.6624806523323059,1.630743145942688,0.6900966763496399,2.0,1.25985848903656,0.009481405901412169,0.11878424535195033,0.008779055904597044,0.12803288996219636,0.016644448104004065,0.065414177129666,0.019997998947898547,0.07447128395239512
ff_un,1,FF_un,11,True,FF_un,-0.30344946384429927,0.08038998395204544,0.5606816336512566,FF -> FF,FF -> FF,0.5,0.5,1e-07,1e-07,0.1,0.1,0.1,0.1,0.07987692877650261,5.682605963860018e-05,0.05078997661670049,0.0002942796248438147,0.080594219515721,0.0007138815592043102,0.08065859898924828,0.0009198300812082986
ff_un,1,FF_un,23,True,FF_un,-0.2779970323046048,0.09065625071525574,0.5017450749874115,FF -> FF,FF -> FF,0.5,0.5,1e-07,1e-07,0.1,0.1,0.1,0.1,0.07775303125381469,0.0004417382297106087,0.048891737063725786,6.569081853247856e-05,0.0783374657233556,0.00214099014022698,0.07934440746903419,0.0012978146163125832
ff_un,1,FF_un,37,True,FF_un,-0.2989185661077499,0.07706344872713089,0.5380368754267693,FF -> FF,FF -> FF,0.5,0.5,1e-07,1e-07,0.1,0.1,0.1,0.1,0.08060996656616529,0.0001590096663373212,0.050570105016231534,3.1106843986587286e-05,0.07750702102979025,0.0009565014120501776,0.07930391480525335,0.001365523226559162
ff_un,10,FF_un,11,True,FF_un,-0.03617073719700176,0.2992874085903168,0.25273433327674866,FF -> FF,FF -> FF,0.3791868984699249,0.48194459080696106,0.0002910392649937421,9.999999747378752e-05,0.05542184039950371,0.07823887467384338,0.06991500407457352,0.1078256145119667,0.06347732742627461,0.00010727565192307036,0.041206171239415806,0.00031348666137394804,0.08144636303186417,0.000979687940950195,0.08159921119610468,0.0013498804299160838
ff_un,10,FF_un,23,True,FF_un,0.004661535471677802,0.32609060406684875,0.1886625587940216,FF -> FF,FF -> FF,0.3791868984699249,0.48194459080696106,0.0002910392649937421,9.999999747378752e-05,0.05542184039950371,0.07823887467384338,0.06991500407457352,0.1078256145119667,0.06184016615152359,0.00046046115652037165,0.03952491718033949,0.00011462034857648481,0.07922360375523567,0.002487244053433339,0.08012584721048673,0.0015923313330858946
ff_un,10,FF_un,37,True,FF_un,-0.03859795431296026,0.2894158661365509,0.22905918955802917,FF -> FF,FF -> FF,0.3791868984699249,0.48194459080696106,0.0002910392649937421,9.999999747378752e-05,0.05542184039950371,0.07823887467384338,0.06991500407457352,0.1078256145119667,0.06405522103110949,0.00017117832127648094,0.041086618105570474,3.610341979462343e-05,0.0787029502292474,0.0011688168121812244,0.08016212085882822,0.001721923208485047
ff_un,11,FF_un,11,True,FF_un,0.12594126462936406,0.5846617221832275,0.4379078149795532,FF -> FF,FF -> FF,0.42148077487945557,0.6161909103393555,9.999999747378752e-05,0.00010759945143945515,0.05763189494609833,0.0916210189461708,0.09224246442317963,0.08258695900440216,0.07091798260807991,1.1405034698933985e-05,0.04640151833494504,0.00014293561592542876,0.10596375366051992,0.0008440697371649245,0.10607697417338689,0.0011310425897439321
