candidate_idx,candidate_uid,search_group,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1,lr_ff,lr_fb,lr_lat,lr_pv,full_familiar_naive,occlusion_familiar_naive,full_novel_naive,occlusion_novel_naive,full_familiar_expert,occlusion_familiar_expert,full_novel_expert,occlusion_novel_expert,full_familiar_expert2,occlusion_familiar_expert2,full_novel_expert2,occlusion_novel_expert2,assigned_target,assigned_objective,assigned_prototype_rmse,assigned_phase_category_mismatches,second_target,second_objective,objective_margin,familiar_naive_state,familiar_expert_state,familiar_expert2_state,novel_naive_state,novel_expert_state,novel_expert2_state,familiar_state_delta,familiar_continuation_delta,novel_state_delta,novel_continuation_delta,delta_full_familiar_expert,delta_occlusion_familiar_expert,delta_full_novel_expert,delta_occlusion_novel_expert,delta_full_familiar_expert2,delta_occlusion_familiar_expert2,delta_full_novel_expert2,delta_occlusion_novel_expert2,familiar_primary_transition,novel_primary_transition,familiar_naive_category,familiar_expert_category,familiar_expert2_category,novel_naive_category,novel_expert_category,novel_expert2_category,objective__FF_FB_broad,rmse__FF_FB_broad,objective__FF_FB_narrow_familiar,rmse__FF_FB_narrow_familiar,objective__FF_FB_narrow_novel,rmse__FF_FB_narrow_novel,objective__un_FB,rmse__un_FB,objective__FB_FB,rmse__FB_FB,objective__FF_un,rmse__FF_un,pca1,pca2,pca3,tsne1,tsne2
77,standard::77,standard,1.0045655965805054,0.7126237154006958,0.0170278362929821,0.06545427441596985,1.2220274209976196,0.27435392141342163,0.3949013948440552,0.1235465481877327,0.02430138736963272,0.001819408149458468,0.009818559512495995,0.0028169199358671904,0.023519135965034365,0.00024869398766895755,0.08811952229589223,0.001814681210089475,0.017922449670732022,0.0005046245474659372,0.08216537982225418,0.006341071357019246,0.026796050602570176,0.006409807386808098,0.09079906679689884,0.008872090606018901,FF_FB_narrow_novel,2.634553875254807,2.284553875254807,1,FF_FB_broad,2.687596483548158,0.053042608293350835,0.0,0.0,0.026796050602570176,0.08811952229589223,0.08216537982225418,0.09079906679689884,0.0,0.026796050602570176,-0.005954142473638055,0.008633686974644658,-0.005596686294302343,0.0002559305597969797,-0.005954142473638055,0.004526390146929771,0.008873600931838154,0.00590518283934216,0.008633686974644658,0.002531019248999655,unresponsive -> unresponsive,FF -> FF,unresponsive,unresponsive,FF,FF,FF,FF,2.687596483548158,1.787596483548158,4.2306764209317285,2.0806764209317286,2.634553875254807,2.284553875254807,3.6751857973425333,2.075185797342533,5.062866327653828,2.562866327653828,,,0.0910947173802366,-1.4320118033347533,0.038424637039612956,11.142612,-2.838631
78,standard::78,standard,0.46753445267677307,0.44211557507514954,0.08379116654396057,0.05709387734532356,0.7440643906593323,0.18784353137016296,0.6244043111801147,0.3142280876636505,0.03210407868027687,0.002840667497366667,0.014503587037324905,0.0014730222756043077,0.00973416764754802,0.011023002653382718,0.05410401513800025,0.0035071924445219337,0.008300091070123018,0.01606131289154291,0.05202803257852793,0.008912155264988541,0.015225806087255479,0.028653597366064786,0.0618274075910449,0.015486345672979952,FF_FB_narrow_novel,1.6892697701419794,1.3392697701419793,1,FF_FB_broad,2.489406104177222,0.8001363340352428,0.0,0.0,-0.028653597366064786,0.05410401513800025,0.05202803257852793,0.0618274075910449,0.0,-0.028653597366064786,-0.0020759825594723197,0.009799375012516973,-0.001434076577425003,0.005038310238160192,-0.0020759825594723197,0.005404962820466607,0.006925715017132461,0.012592284474521875,0.009799375012516973,0.00657419040799141,unresponsive -> unresponsive,FF -> FF,unresponsive,unresponsive,FB,FF,FF,FF,2.489406104177222,1.239406104177222,4.012579083505715,1.512579083505715,1.6892697701419794,1.3392697701419793,2.8008538758902324,1.2008538758902325,3.8096816417539294,1.6596816417539295,,,0.3531613515602812,-1.0201909752027545,-0.01907785623871616,4.592036,-3.7798624
79,standard::79,standard,0.7631416916847229,0.7739120721817017,0.04333269223570824,0.07220045477151871,0.33784061670303345,0.21347321569919586,0.4334346354007721,1.1605018377304077,0.025888018310070038,0.002486517420038581,0.007371240761131048,0.0031336869578808546,0.10235542431473732,0.0009955119021469727,0.12897458262741565,0.004147034994093701,0.07791520729660988,0.002915820584166795,0.12541527785360812,0.007689227419905365,0.09788730945438147,0.01662591495551169,0.1350633677095175,0.014547198405489325,FF_FB_broad,1.031013083763295,1.031013083763295,0,FF_FB_narrow_familiar,2.7540774181448846,1.7230643343815897,0.10235542431473732,0.07791520729660988,0.09788730945438147,0.12897458262741565,0.12541527785360812,0.1350633677095175,-0.024440217018127444,0.019972102157771593,-0.003559304773807531,0.00964808985590937,-0.024440217018127444,0.0019203086820198225,-0.003559304773807531,0.0035421924258116633,0.019972102157771593,0.013710094371344895,0.00964808985590937,0.0068579709855839605,FF -> FF,FF -> FF,FF,FF,FF,FF,FF,FF,1.031013083763295,1.031013083763295,2.7540774181448846,1.5040774181448846,3.2807296543072044,2.0307296543072044,4.668401707028111,2.168401707028111,5.2116009605362255,2.711600960536226,,,0.15718770402863913,-1.5380734451803375,0.1899003496195436,7.349192,-3.9042602
80,standard::80,standard,0.3510213792324066,0.29365766048431396,0.059252966195344925,0.05967603996396065,0.530752420425415,0.283329576253891,0.1690269261598587,0.22541049122810364,0.02314111590385437,0.007277709897607565,0.006822291295975447,0.0042091915383934975,0.0073369868565350774,0.007203417946584523,0.01731102648191154,0.007090243068523705,0.008352377940900624,0.019012551847845317,0.020234135817736386,0.017051001265645026,0.0351477213203907,0.05495613347738981,0.04479092992842197,0.03851917926222086,un_FB,3.3164527730798303,2.6164527730798306,2,FF_FB_narrow_novel,3.4683721704506296,0.1519193973707993,0.0,0.0,-0.019808412156999113,0.0,0.0,0.006271750666201115,0.0,-0.019808412156999113,0.0,0.006271750666201115,0.0010153910843655467,0.011809133901260795,0.0029231093358248472,0.009960758197121321,0.026795343379490077,0.035943581629544495,0.024556794110685586,0.02146817799657583,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive,unresponsive,FB,unresponsive,unresponsive,FF,4.480109698938675,2.3301096989386743,4.282845051203816,2.6828450512038162,3.4683721704506296,2.2183721704506296,3.3164527730798303,2.6164527730798306,4.827855944893335,2.6778559448933343,,,-0.4293238189986199,-0.2781163369739562,0.3062815902502378,-12.11225,19.595333
81,standard::81,standard,0.8454441428184509,0.5819587111473083,0.0841558575630188,0.09582050144672394,0.18845371901988983,0.1908591091632843,0.273739755153656,0.09504441916942596,0.03221025690436363,0.0018358394736424088,0.021750744432210922,0.0017938114469870925,0.16050313040614128,0.005804127792362124,0.10887465514242649,0.011026063468307257,0.10731123648583889,0.008246299577876925,0.1012754064053297,0.013384184963069857,0.12907625660300254,0.019584631780162454,0.10969240851700306,0.018509248457849025,FF_FB_broad,2.648537392056579,2.648537392056579,0,FF_FB_narrow_familiar,4.222949294029646,1.574411901973067,0.16050313040614128,0.10731123648583889,0.12907625660300254,0.10887465514242649,0.1012754064053297,0.10969240851700306,-0.053191893920302394,0.02176502011716365,-0.007599248737096789,0.008417002111673358,-0.053191893920302394,0.0024421717855148016,-0.007599248737096789,0.0023581214947626,0.02176502011716365,0.011338332202285528,0.008417002111673358,0.005125063494779168,FF -> FF,FF -> FF,FF,FF,FF,FF,FF,FF,2.648537392056579,2.648537392056579,4.222949294029646,2.9729492940296462,4.913321352825386,3.663321352825386,6.16474609029493,3.6647460902949294,6.498838734093223,3.9988387340932228,,,-0.4816997529789644,-1.3729584568198518,0.651396943587972,7.7279835,-0.42111298
82,standard::82,standard,0.7040666341781616,0.00602592620998621,0.016850804910063744,0.008814546279609203,0.2822308838367462,2.0,0.4099566340446472,1.05057954788208,0.016541382297873497,0.005372314713895321,0.016441648826003075,0.008019131608307362,0.048718930874019864,6.632029071624856e-05,0.000377536330051953,6.211774807525216e-05,0.03760222950950265,0.0005586553954344709,0.0003542298734828364,0.0025740369223058225,0.055540832504630086,0.024791495176032186,0.0002466741883836221,0.01174248056486249,FF_FB_narrow_familiar,0.873716325255503,0.873716325255503,0,FF_FB_broad,2.207253369826464,1.333537044570961,0.048718930874019864,0.03760222950950265,0.055540832504630086,0.0,0.0,0.0,-0.011116701364517215,0.017938602995127437,0.0,0.0,-0.011116701364517215,0.0004923351047182224,-2.3306456569116563e-05,0.00251191917423057,0.017938602995127437,0.024232839780597714,-0.00010755568509921435,0.009168443642556668,FF -> FF,unresponsive -> unresponsive,FF,FF,FF,unresponsive,unresponsive,unresponsive,2.207253369826464,0.9572533698264639,0.873716325255503,0.873716325255503,4.014136464777007,1.5141364647770073,2.5290695544404738,1.279069554440474,4.426776268315231,1.9267762683152307,,,1.6401152302325843,-0.11157094439067139,1.4445922361630181,20.169735,-14.159434
83,standard::83,standard,2.0,0.009576559998095036,0.01801377534866333,0.005143668502569199,0.13401912152767181,2.0,0.7641967535018921,1.0488611459732056,0.010345802642405033,0.00308058294467628,0.007992437109351158,0.0038482476957142353,0.24601637944579124,0.0,0.004624517331831157,0.0,0.20588426403701304,0.0,0.0029159090074244885,0.0001929073314386187,0.2233071718364954,0.005612368910806254,0.004651111166458577,0.003548337903339416,FF_FB_narrow_familiar,2.189769858824512,2.189769858824512,0,FF_FB_broad,3.7094991153485064,1.5197292565239944,0.24601637944579124,0.20588426403701304,0.2233071718364954,0.0,0.0,0.0,-0.0401321154087782,0.017422907799482357,0.0,0.0,-0.0401321154087782,0.0,-0.0017086083244066685,0.0001929073314386187,0.017422907799482357,0.005612368910806254,0.0017352021590340888,0.003355430571900797,FF -> FF,unresponsive -> unresponsive,FF,FF,FF,unresponsive,unresponsive,unresponsive,3.7094991153485064,2.4594991153485064,2.189769858824512,2.189769858824512,5.952370397140858,3.452370397140858,4.460401551155514,3.210401551155514,6.2652637811020195,3.765263781102019,,,1.330216341616494,-1.3123737974439726,0.4830445537916357,20.49642,-11.415143
84,standard::84,standard,0.18784983456134796,0.009331334382295609,0.013560216873884201,0.01289913710206747,0.25176259875297546,2.0,0.2695625424385071,1.204630970954895,0.052928581833839417,0.0021590483374893665,0.007213363889604807,0.0021755651105195284,0.001186014895210974,0.0002094873896567151,0.00023240450464072636,0.0002469057322741719,0.0016147338596056216,0.0002889516872528475,4.831946034755674e-06,0.0017381866578944027,0.0028263408894417807,0.009499820088967681,0.0,0.003635476855561137,un_FB,0.12223767649502157,0.12223767649502157,0,FF_FB_narrow_familiar,2.296277482361674,2.1740398058666526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004287189643946477,7.946429759613237e-05,-0.0002275725586059707,0.0014912809256202308,0.0012116070298361591,0.009210868401714834,-4.831946034755674e-06,0.0018972901976667344,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,3.904963749196547,1.4049637491965474,2.296277482361674,1.0462774823616738,2.5929319186817885,1.3429319186817883,0.12223767649502157,0.12223767649502157,3.997650778874449,1.4976507788744493,,,1.9698189457022217,-1.1411353637368924,-0.23969121553551723,23.565619,-14.872539
85,standard::85,standard,1.5765190124511719,0.011182082816958427,0.010929318144917488,0.005916403140872717,0.3604605793952942,1.0954724550247192,0.20524436235427856,1.1615606546401978,0.05344052240252495,0.003556831507012248,0.006825955118983984,0.004326353315263987,0.1975546058267355,0.0,0.003894488257355988,0.0,0.13453758731484414,0.0,0.0016883664007764309,0.0005699070883565582,0.15928277634084226,0.01025091070914641,0.0030346662737429143,0.007195904408581555,FF_FB_narrow_familiar,2.3015172069078154,2.3015172069078154,0,FF_FB_broad,3.648589055176623,1.3470718482688078,0.1975546058267355,0.13453758731484414,0.15928277634084226,0.0,0.0,0.0,-0.06301701851189137,0.02474518902599812,0.0,0.0,-0.06301701851189137,0.0,-0.002206121856579557,0.0005699070883565582,0.02474518902599812,0.01025091070914641,0.0013462998729664834,0.006625997320224997,FF -> FF,unresponsive -> unresponsive,FF,FF,FF,unresponsive,unresponsive,unresponsive,3.648589055176623,2.398589055176623,2.3015172069078154,2.3015172069078154,5.9543441314534595,3.4543441314534595,4.50945164242314,3.2594516424231403,6.249038568787539,3.7490385687875394,,,1.140180890225595,-2.002277588535952,0.46969554868573077,22.283762,-12.522788
86,standard::86,standard,0.6413571834564209,0.0036044022999703884,0.002985136117786169,0.0077709536999464035,0.3687989115715027,1.3872699737548828,0.46497198939323425,2.0,0.03756212815642357,0.004292982164770365,0.015521228313446045,0.004243606701493263,0.03128234427422285,0.000139017717083334,0.00043266879656584934,0.0001313199449214153,0.025182525720447303,0.0002548988442867994,0.00030570889721275306,0.002108627767302096,0.038456324674189094,0.017358307749964295,0.0004144455793721136,0.009212694433517753,FF_FB_narrow_familiar,0.6850214286506803,0.6850214286506803,0,un_FB,2.0418896835635865,1.3568682549129063,0.03128234427422285,0.025182525720447303,0.038456324674189094,0.0,0.0,0.0,-0.006099818553775546,0.01327379895374179,0.0,0.0,-0.006099818553775546,0.00011588112720346542,-0.00012695989935309628,0.0019773078223806807,0.01327379895374179,0.017103408905677495,0.00010873668215936053,0.007104066666215657,FF -> FF,unresponsive -> unresponsive,FF,FF,FF,unresponsive,unresponsive,unresponsive,2.2192263965215755,0.9692263965215755,0.6850214286506803,0.6850214286506803,3.836454678509995,1.3364546785099956,2.0418896835635865,0.7918896835635866,4.1920380677910725,1.6920380677910722,,,2.320388937232616,-1.1292480724243688,0.8444535562024759,21.925165,-15.680643
87,standard::87,standard,0.56167072057724,0.008432724513113499,0.010292342863976955,0.01914277672767639,0.22635574638843536,1.6894115209579468,0.16237162053585052,1.7914140224456787,0.03364337608218193,0.0009528057998977602,0.036374565213918686,0.0032735352870076895,0.03265201635658741,0.00012819307376048527,0.00035282478711451404,0.0003835785595583729,0.02412109631113708,5.32926185769611e-05,0.00030240758642321455,0.0016046296252170578,0.027574364747852086,0.0029778121286653915,0.00032816959865158426,0.0019327748275827616,FF_FB_narrow_familiar,1.4990836772754597,0.9490836772754598,1,un_FB,1.9844522685294825,0.4853685912540229,0.03265201635658741,0.0,0.027574364747852086,0.0,0.0,0.0,-0.03265201635658741,0.027574364747852086,0.0,0.0,-0.008530920045450332,-7.490045518352416e-05,-5.041720069129949e-05,0.001221051065658685,0.003453268436715007,0.0029245195100884303,2.5762012228369713e-05,0.0003281452023657038,FF -> unresponsive,unresponsive -> unresponsive,FF,unresponsive,FF,unresponsive,unresponsive,unresponsive,3.192686196904823,1.392686196904823,1.4990836772754597,0.9490836772754598,3.957500553237575,1.807500553237575,1.9844522685294825,1.0844522685294826,4.489888471186444,1.989888471186444,,,2.4447389948393017,-1.1182789925902303,1.758311884539546,22.749617,-17.055134
88,standard::88,standard,0.9343003034591675,0.0022591708693653345,0.01257580891251564,0.01193842664361,1.3914307355880737,1.7584681510925293,0.48916780948638916,2.0,0.024208273738622665,0.0027540007140487432,0.005570362787693739,0.0035987396258860826,0.007416431210003793,0.00015448639533133246,0.00041390817204955965,0.00010815553278007429,0.007318003266118467,0.00015924946528684815,1.8676924412375228e-06,0.0006309169068117626,0.009946321649476886,0.007800561777548865,0.0006403403429430909,0.003167134604882449,un_FB,0.16726560296561344,0.16726560296561344,0,FF_FB_narrow_familiar,2.249383685993926,2.0821180830283126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.842794388532656e-05,4.763069955515686e-06,-0.00041204047960832215,0.0005227613740316884,0.00262831838335842,0.0076413123122620165,0.0006384726505018534,0.0025362176980706867,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,3.8805129867554253,1.3805129867554258,2.249383685993926,0.9993836859939261,2.6311780271718996,1.3811780271718994,0.16726560296561344,0.16726560296561344,4.048987258797979,1.5489872587979794,,,3.0050952676292972,-1.0824275379822623,-0.02844398644586763,20.372894,-16.507166
89,standard::89,standard,1.0642038583755493,0.02504793182015419,0.006530861835926771,0.0072651514783501625,0.306531697511673,1.9632103443145752,0.8062143325805664,0.6245369911193848,0.025792427361011505,0.001989580923691392,0.00692861620336771,0.0053671677596867085,0.10813102591782808,0.0,0.0009517723345197737,5.12493658106905e-06,0.08354121390730143,0.0,0.0006263271774514578,0.0005229591391980648,0.09360517971217633,0.004118744164588861,0.0010132079682080076,0.0023869044496677818,FF_FB_narrow_familiar,0.6326297853719022,0.6326297853719022,0,FF_FB_broad,2.526580647290718,1.8939508619188157,0.10813102591782808,0.08354121390730143,0.09360517971217633,0.0,0.0,0.0,-0.02458981201052665,0.010063965804874897,0.0,0.0,-0.02458981201052665,0.0,-0.00032544515706831587,0.0005178342026169958,0.010063965804874897,0.004118744164588861,0.0003868807907565498,0.0018639453104697169,FF -> FF,unresponsive -> unresponsive,FF,FF,FF,unresponsive,unresponsive,unresponsive,2.526580647290718,1.2765806472907182,0.6326297853719022,0.6326297853719022,4.5532200819024204,2.0532200819024204,2.7775954684909077,1.5275954684909077,4.832334615068593,2.3323346150685924,,,1.4813199168376836,-0.7923907445364349,0.2814631619805373,20.335205,-12.973722
90,standard::90,standard,0.0064708879217505455,0.7925440073013306,0.017758609727025032,0.26387426257133484,0.32894909381866455,0.3904990255832672,0.7356159090995789,0.16804823279380798,0.07666906714439392,0.0014053182676434517,0.010684609413146973,0.0015785094583407044,0.00535588595084846,0.00217965028132312,0.1457849182188511,0.044010523427277806,0.0027522221789695323,0.0024157279694918543,0.14414698854088784,0.047254037018865346,0.004986645036842674,0.010070799756795168,0.15050120539963247,0.049705864302814005,FF_FB_narrow_novel,1.0680821211576044,1.0680821211576044,0,un_FB,2.444787384939554,1.3767052637819495,0.0,0.0,0.0,0.10177439479157328,0.09689295152202249,0.10079534109681845,0.0,0.0,-0.0048814432695507975,0.003902389574795967,-0.002603663771878928,0.00023607768816873414,-0.0016379296779632513,0.0032435135915875393,0.002234422857873142,0.007655071787303314,0.006354216858744627,0.00245182728394866,unresponsive -> unresponsive,FF -> FF,unresponsive,unresponsive,unresponsive,FF,FF,FF,2.6335602695914475,1.3835602695914475,4.016626228166805,1.516626228166805,1.0680821211576044,1.0680821211576044,2.444787384939554,1.194787384939554,4.113135480665381,1.6131354806653815,,,0.6263149073936345,-1.777550986482017,-0.33815630530821716,-0.92478937,-4.1951127
91,standard::91,standard,0.01166481152176857,2.0,0.01013067178428173,0.09463762491941452,0.14688579738140106,0.4201286733150482,0.06588692963123322,0.24127249419689178,0.048064831644296646,0.004456011112779379,0.005069705657660961,0.006269258446991444,0.017667434783652423,0.00047078201168915257,0.3691212050616741,0.0006610929500311613,0.012750925030559301,0.0037593528628349303,0.3709620349109173,0.0026887102125328966,0.017314556427299975,0.03016386739909649,0.3878396458923817,0.015551161393523217,FF_FB_narrow_novel,2.143382158666079,1.7933821586660788,1,FF_FB_broad,3.8672354494868153,1.7238532908207365,0.0,0.0,-0.03016386739909649,0.3691212050616741,0.3709620349109173,0.3878396458923817,0.0,-0.03016386739909649,0.001840829849243164,0.016877610981464397,-0.004916509753093122,0.0032885708511457778,0.001840829849243164,0.0020276172625017354,0.004563631396740674,0.02640451453626156,0.016877610981464397,0.01286245118099032,unresponsive -> unresponsive,FF -> FF,unresponsive,unresponsive,FB,FF,FF,FF,3.8672354494868153,2.6172354494868153,5.4856033788427645,2.9856033788427645,2.143382158666079,1.7933821586660788,4.457471374809233,2.8574713748092333,5.386994742860551,3.2369947428605514,,,-0.9542986627512201,-2.0864074655254066,0.5525548554459583,-1.6610177,-13.338031
92,standard::92,standard,0.013116403482854366,0.5731034874916077,0.0036399264354258776,0.18605372309684753,0.8225986957550049,0.47144055366516113,0.6933745741844177,0.9782859683036804,0.032933324575424194,0.0016136999474838376,0.008684665895998478,0.0018640098860487342,0.0009361901174997911,0.0004429566019098274,0.05407033674418926,0.026702366722747683,0.00035219567944295705,0.00043248517031315716,0.04973483989015222,0.03274178067222237,0.001878973790735472,0.005676629149820656,0.05651190588250756,0.033568911254405975,FF_FB_narrow_novel,1.948894269824843,1.948894269824843,0,un_FB,2.8218180680380387,0.8729237982131957,0.0,0.0,0.0,0.02736797002144158,0.016993059217929846,0.022942994628101586,0.0,0.0,-0.010374910803511734,0.00594993541017174,-0.0005839944380568341,-1.0471431596670256e-05,-0.004335496854037044,0.00603941394947469,0.001526778111292515,0.005244143979507498,0.0067770659923553425,0.0008271305821836022,unresponsive -> unresponsive,FF -> FF,unresponsive,unresponsive,unresponsive,FF,FF,FF,2.951086422676902,1.701086422676902,4.321954262332787,1.8219542623327873,1.948894269824843,1.948894269824843,2.8218180680380387,1.5718180680380385,4.370424715173986,1.8704247151739857,,,1.1095253304790893,-0.897139334778927,-0.30093761397353846,4.090183,-7.039471
93,standard::93,standard,0.017708735540509224,1.0283441543579102,0.011992734856903553,0.04749201610684395,0.3097367286682129,0.25325244665145874,0.2604186236858368,0.5310475826263428,0.030914349481463432,0.0030800453387200832,0.009307187050580978,0.0032387427054345608,0.0067525714635849,0.0009509266528766602,0.17421658225357534,0.0003538332399330102,0.004451525106560439,0.0035802660160697995,0.17457594387233258,0.0020652901803259738,0.006026234314776957,0.020684446673840284,0.18612038046121598,0.010744192101992667,FF_FB_narrow_novel,0.6419944636461626,0.6419944636461626,0,FF_FB_broad,2.613335273710483,1.9713408100643202,0.0,0.0,0.0,0.17421658225357534,0.17457594387233258,0.18612038046121598,0.0,0.0,0.0003593616187572424,0.011544436588883406,-0.0023010463570244614,0.0026293393631931393,0.0003593616187572424,0.0017114569403929637,0.0015747092082165183,0.017104180657770484,0.011544436588883406,0.008678901921666694,unresponsive -> unresponsive,FF -> FF,unresponsive,unresponsive,unresponsive,FF,FF,FF,2.613335273710483,1.363335273710483,4.1512623803006266,1.6512623803006263,0.6419944636461626,0.6419944636461626,2.625838820860156,1.3758388208601562,4.567132469509435,2.0671324695094344,,,-0.3641533253121626,-1.2335957160419235,0.19130952766007525,-2.0008194,-10.334289
94,standard::94,standard,0.010898374952375889,0.5517242550849915,0.011962704360485077,0.40387383103370667,0.1599527895450592,0.17795225977897644,0.21673302352428436,0.12623654305934906,0.025331804528832436,0.0017086106818169355,0.02044364996254444,0.0024885369930416346,0.007708198600448668,0.0045925422222353515,0.17209435850381852,0.0764583956450224,0.003571698407176882,0.005338117689825594,0.1720518384128809,0.0788226917386055,0.006338706112001091,0.014246867038309574,0.17965989075601102,0.08377293199300766,FF_FB_narrow_novel,1.0044431388697437,1.0044431388697437,0,un_FB,2.6766778311875887,1.672234692317845,0.0,0.0,0.0,0.09563596285879612,0.09322914667427541,0.09588695876300336,0.0,0.0,-0.0024068161845207103,0.002657812088727951,-0.004136500193271785,0.0007455754675902426,-4.252009093760889e-05,0.0023642960935831014,0.002767007704824209,0.00890874934848398,0.007608052343130112,0.004950240254402161,unresponsive -> unresponsive,FF -> FF,unresponsive,unresponsive,unresponsive,FF,FF,FF,2.8550134043848994,1.6050134043848994,4.204669857095932,1.7046698570959318,1.0044431388697437,1.0044431388697437,2.6766778311875887,1.426677831187589,4.111229491115183,1.6112294911151832,,,-0.499666147538621,-0.23001152352904614,0.6369770588297803,-12.704112,-3.2107074
95,standard::95,standard,0.017698155716061592,1.5063796043395996,0.01071329228579998,0.10957679152488708,0.37241336703300476,0.3597520589828491,0.3636465072631836,0.21167704463005066,0.04190219193696976,0.0034323709551244974,0.009806756861507893,0.0015212151920422912,0.010616202163510025,0.00046424107713392,0.2674478113651276,0.004425620555412024,0.007346227183006704,0.0024502900487277657,0.26759894117712973,0.009309341246262193,0.009442875138483941,0.021989828161895274,0.28037502989172935,0.019269412150606513,FF_FB_narrow_novel,0.942056439345453,0.942056439345453,0,FF_FB_broad,2.9886492403420823,2.0465928009966294,0.0,0.0,0.0,0.2674478113651276,0.26759894117712973,0.28037502989172935,0.0,0.0,0.0001511298120021598,0.01277608871459962,-0.003269974980503321,0.0019860489715938455,0.0001511298120021598,0.004883720690850169,0.0020966479554772374,0.01953953811316751,0.01277608871459962,0.00996007090434432,unresponsive -> unresponsive,FF -> FF,unresponsive,unresponsive,unresponsive,FF,FF,FF,2.9886492403420823,1.7386492403420823,4.637163091257021,2.137163091257021,0.942056439345453,0.942056439345453,3.220975497766801,1.9709754977668008,4.96788900227147,2.46788900227147,,,-0.4292416929635115,-1.8654455491301216,-0.07906748954931388,-2.329106,-12.177883
96,standard::96,standard,0.017520388588309288,0.6200076937675476,0.008473948575556278,0.3485174775123596,0.49057427048683167,0.364295095205307,0.11813204735517502,0.22645138204097748,0.022775573655962944,0.0023109891917556524,0.002694901777431369,0.0006364525179378688,0.003972945711575448,0.001730921887792647,0.1337101373821497,0.06309664230793714,0.001636253495234996,0.0026910311076790094,0.13243669122457505,0.06777865178883076,0.004003177961567417,0.013956359284929932,0.14254519157111645,0.07337964717298746,FF_FB_narrow_novel,1.0556966953922173,1.0556966953922173,0,un_FB,2.5672304351870707,1.5115337397948534,0.0,0.0,0.0,0.07061349507421256,0.06465803943574429,0.06916554439812898,0.0,0.0,-0.005955455638468277,0.004507504962384695,-0.002336692216340452,0.0009601092198863624,-0.0012734461575746592,0.0046820094808936175,0.002366924466332421,0.011265328177250922,0.0101085003465414,0.005600995384156704,unresponsive -> unresponsive,FF -> FF,unresponsive,unresponsive,unresponsive,FF,FF,FF,2.646239951430469,1.3962399514304689,4.102700851060873,1.602700851060873,1.0556966953922173,1.0556966953922173,2.5672304351870707,1.317230435187071,3.9750293043906373,1.4750293043906377,,,-0.5780551378048403,-0.45145643451823847,-0.6414504763894288,-4.485572,-8.69029
97,standard::97,standard,0.008003114722669125,0.97613525390625,0.022811824455857277,0.08711764961481094,0.384141743183136,0.4899757504463196,1.7060874700546265,0.3196876645088196,0.031298041343688965,0.0022198017686605453,0.0259295292198658,0.008825183846056461,0.004191533126868307,0.0013207113544922322,0.11703930981457233,0.007101437821984291,0.002487737050978467,0.0025406736240256578,0.11528383530676364,0.011201638146303594,0.004378763376735151,0.014685942325741053,0.12315020598471164,0.015786744374781846,FF_FB_narrow_novel,0.9499881859444279,0.9499881859444279,0,un_FB,2.2999464670512193,1.3499582811067914,0.0,0.0,0.0,0.11703930981457233,0.11528383530676364,0.12315020598471164,0.0,0.0,-0.0017554745078086909,0.007866370677948,-0.0017037960758898405,0.0012199622695334255,-0.0017554745078086909,0.004100200324319303,0.0018910263257566839,0.012145268701715395,0.007866370677948,0.004585106228478252,unresponsive -> unresponsive,FF -> FF,unresponsive,unresponsive,unresponsive,FF,FF,FF,2.3996516510076593,1.1496516510076593,3.889942525259768,1.3899425252597688,0.9499881859444279,0.9499881859444279,2.2999464670512193,1.049946467051219,4.251540697440063,1.7515406974400631,,,1.3188097620153283,-0.5445616447918694,1.5300909590839544,2.4680672,-11.143495
98,standard::98,standard,9.999999747378752e-05,0.00016404390044044703,1.0687917470932007,0.952984631061554,2.0,2.0,0.6206591725349426,0.5663476586341858,0.019142651930451393,0.006415827199816704,0.009187486954033375,0.0030901494901627302,0.004453603865113109,0.14564759619534015,0.0,0.13087627105414867,0.002414221619255841,0.1483709204941988,0.0,0.14869578294456004,0.004834942112211138,0.16844209395349025,0.0002617801947053522,0.1406102068722248,FB_FB,1.854416185462793,1.854416185462793,0,un_FB,5.843616905050162,3.9892007195873687,-0.14564759619534015,-0.1483709204941988,-0.16844209395349025,-0.13087627105414867,-0.14869578294456004,-0.1406102068722248,-0.0027233242988586592,-0.020071173459291436,-0.017819511890411366,0.008085576072335232,-0.0020393822458572683,0.0027233242988586592,0.0,0.017819511890411366,0.002420720492955297,0.020071173459291436,0.0002617801947053522,-0.008085576072335232,FB -> FB,FB -> FB,FB,FB,FB,FB,FB,FB,6.003982553026455,3.5039825530264546,6.094227138070962,3.594227138070962,5.8851994223635575,3.385199422363557,5.843616905050162,3.343616905050162,1.854416185462793,1.854416185462793,,,3.117089026407057,2.602028288544988,-1.4078871546266223,19.07199,-36.1904
