candidate_idx,candidate_uid,search_group,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1,lr_ff,lr_fb,lr_lat,lr_pv,full_familiar_naive,occlusion_familiar_naive,full_novel_naive,occlusion_novel_naive,full_familiar_expert,occlusion_familiar_expert,full_novel_expert,occlusion_novel_expert,full_familiar_expert2,occlusion_familiar_expert2,full_novel_expert2,occlusion_novel_expert2,assigned_target,assigned_objective,assigned_prototype_rmse,assigned_phase_category_mismatches,second_target,second_objective,objective_margin,familiar_naive_state,familiar_expert_state,familiar_expert2_state,novel_naive_state,novel_expert_state,novel_expert2_state,familiar_state_delta,familiar_continuation_delta,novel_state_delta,novel_continuation_delta,delta_full_familiar_expert,delta_occlusion_familiar_expert,delta_full_novel_expert,delta_occlusion_novel_expert,delta_full_familiar_expert2,delta_occlusion_familiar_expert2,delta_full_novel_expert2,delta_occlusion_novel_expert2,familiar_primary_transition,novel_primary_transition,familiar_naive_category,familiar_expert_category,familiar_expert2_category,novel_naive_category,novel_expert_category,novel_expert2_category,objective__FF_FB_broad,rmse__FF_FB_broad,objective__FF_FB_narrow_familiar,rmse__FF_FB_narrow_familiar,objective__FF_FB_narrow_novel,rmse__FF_FB_narrow_novel,objective__un_FB,rmse__un_FB,objective__FB_FB,rmse__FB_FB,objective__FF_un,rmse__FF_un,pca1,pca2,pca3,tsne1,tsne2
59,standard::59,standard,0.00037273804103563285,0.0031558811342961217,0.02294854518441628,0.0057505943576122735,0.000971142433150278,0.004582365722684092,1.1949037220558205,0.0024067389135119044,0.019532314313097987,0.00016215194201572538,0.015006139496811838,0.001153719194520843,0.007916684565134346,0.005208991980180144,0.0023645946290344,0.00400653708493337,0.00535654928535223,0.006599253881722689,0.002880256425123662,0.0036326624220237138,0.005777605134062469,0.006605801661498845,0.003594237787183374,0.004101518809329718,un_FB,0.5170477917773152,0.5170477917773152,0,FF_FB_narrow_familiar,2.442265838107223,1.925218046329908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025601352797821157,0.0013902619015425449,0.0005156617960892619,-0.0003738746629096566,0.0004210558487102393,6.547779776155949e-06,0.0007139813620597123,0.00046885638730600424,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,4.136878313705464,1.636878313705464,2.442265838107223,1.192265838107223,2.808872220001324,1.5588722200013239,0.5170477917773152,0.5170477917773152,4.162120417194714,1.6621204171947142,,,-0.10677942616210961,-0.1625661759219105,-0.21671376611381268,3.6037576,11.244933
60,standard::60,standard,0.002508841534878463,0.23598683374192744,0.0038727727689218303,0.030239215054309952,0.0034870291494387704,0.00028115000772777575,0.0020960293122285014,0.0007151076426555933,0.013546273394884283,0.0002818188964088444,0.001600122032012687,0.0001646650162040535,0.006124274409376085,0.002528650930617005,0.05749024972319603,0.003652664669789374,0.0034521087189204993,0.0031724845757707953,0.05745102483779192,0.0037353763706050812,0.005427500838413835,0.004007814533542842,0.05964935310184956,0.00441876919940114,FF_FB_narrow_novel,1.3189677042281083,1.3189677042281083,0,un_FB,1.8223698225136642,0.5034021182855559,0.0,0.0,0.0,0.05749024972319603,0.05745102483779192,0.05964935310184956,0.0,0.0,-3.922488540410857e-05,0.0021983282640576363,-0.0026721656904555857,0.0006438336451537905,-3.922488540410857e-05,8.271170081570718e-05,0.0019753921194933357,0.0008353299577720467,0.0021983282640576363,0.0006833928287960588,unresponsive -> unresponsive,FF -> FF,unresponsive,unresponsive,unresponsive,FF,FF,FF,2.7500304976662804,1.5000304976662806,3.695948721364989,1.1959487213649898,1.3189677042281083,1.3189677042281083,1.8223698225136642,0.5723698225136644,4.220754773708663,1.720754773708663,,,-1.5441099657127662,-0.39093664187277305,-0.7875287531221594,-3.9911735,8.570716
61,standard::61,standard,0.20772553055471932,0.00030729027291942674,0.35553850933405917,0.0004203676347710304,0.059776746681865923,0.30557235600719435,0.015656124509356953,0.175132741585739,0.00010298789502270101,0.0015730672611162886,9.24460782391466e-05,0.008303842929237476,0.10565588288009167,0.06704178750514984,7.821569715815713e-05,0.001504292596655432,0.09735104497522115,0.06778176296502351,0.00045760358188999816,0.001981614381656982,0.10297720190137624,0.07571240104734897,0.0,0.0035677476320415736,FF_FB_narrow_familiar,1.0722245005234703,1.0722245005234703,0,un_FB,2.6983389005000764,1.6261143999766061,0.03861409537494183,0.029569282010197637,0.02726480085402727,0.0,0.0,0.0,-0.009044813364744192,-0.0023044811561703654,0.0,0.0,-0.008304837904870521,0.0007399754598736707,0.00037938788473184103,0.00047732178500155004,0.00562615692615509,0.007930638082325456,-0.00045760358188999816,0.0015861332503845915,FF -> FF,unresponsive -> unresponsive,FF,FF,FF,unresponsive,unresponsive,unresponsive,2.7546007596982514,1.5046007596982514,1.0722245005234703,1.0722245005234703,4.410263788625505,1.910263788625505,2.6983389005000764,1.4483389005000764,4.258815677851347,1.7588156778513473,,,-1.1562401899552541,0.9964903324676978,0.04449705834634235,-12.201166,10.843417
62,standard::62,standard,0.3338917560118417,0.14030640752441625,0.0019173132189884941,0.011298899672451077,0.010014161968397425,1.3822790336558834,0.00041661578316004496,0.13452922133775042,0.00146657034992733,0.0008652532357709161,7.182827057626905e-05,0.017627476717409524,0.044906799029558894,0.00011608556233113631,0.0002514276398869697,0.0008826314326142893,0.03608864163979888,3.8133619568725408e-06,0.00032185802192543635,0.001362472673645243,0.039231158792972565,0.002207795763388276,0.0002909096954681445,0.0019466421741526573,FF_FB_narrow_familiar,0.6904100342493893,0.6904100342493893,0,un_FB,1.9343026681675335,1.2438926339181442,0.044906799029558894,0.03608864163979888,0.039231158792972565,0.0,0.0,0.0,-0.008818157389760016,0.0031425171531736865,0.0,0.0,-0.008818157389760016,-0.00011227220037426377,7.043038203846663e-05,0.0004798412410309538,0.0031425171531736865,0.0022039824014314035,-3.094832645729185e-05,0.0005841695005074142,FF -> FF,unresponsive -> unresponsive,FF,FF,FF,unresponsive,unresponsive,unresponsive,2.5977729240644134,1.3477729240644132,0.6904100342493893,0.6904100342493893,4.1106667427383945,1.6106667427383945,1.9343026681675335,0.6843026681675337,4.303649389089417,1.8036493890894172,,,-0.5157612921087478,1.1359799513159299,1.8077746046536356,-20.640738,9.651161
63,standard::63,standard,0.0015903610523187552,0.007209785388669205,0.17834090699309432,0.27317440895317,0.02052204184407471,0.00039702481941444114,0.8181061835044849,0.0017458955564451217,0.0312638882066158,0.0022905272832970313,0.0033527604935242187,0.00029622573434784545,0.038793656043708324,0.03610880812630057,0.05766396168619394,0.055198929458856585,0.034317140467464924,0.039617589209228754,0.058937364257872105,0.0576101690530777,0.04510990865528584,0.04993123607710004,0.06710513085126876,0.06451333202421665,FF_FB_broad,2.2869245608841275,1.3869245608841272,2,FF_FB_narrow_novel,2.5528639860144358,0.2659394251303082,0.002684847917407751,-0.00530044874176383,-0.004821327421814202,0.0024650322273373562,0.0013271952047944069,0.0025917988270521136,-0.007985296659171581,0.0004791213199496283,-0.0011378370225429493,0.0012646036222577067,-0.004476515576243401,0.0035087810829281807,0.001273402571678163,0.0024112395942211123,0.010792768187820913,0.010313646867871284,0.008167766593396658,0.006903162971138951,FF -> FB,FF -> FF,FF,FB,FB,FF,FF,FF,2.2869245608841275,1.3869245608841272,3.4937559053903424,1.3437559053903425,2.5528639860144358,1.302863986014436,3.7730761766028054,1.273076176602806,3.1192763094316427,1.3192763094316426,,,-0.44824823037082584,0.07828098359475899,-1.0071585175426574,2.022383,10.580725
64,standard::64,standard,0.0008331175221507655,1.9565169340152582,0.00021270382981859986,0.0008582708882998997,0.8080378910768455,0.003480668413604127,0.0026721152671389655,0.00048961695483361,0.009394402941783146,0.007992579965801338,0.011277440745933318,0.0006478912074050796,0.015209097461774946,0.0005063922915724106,0.40176585093140604,0.0,0.009401681832969189,0.007361613470129669,0.40573265925049784,0.0,0.011837796145118772,0.04957807203754783,0.43444175869226453,0.00820766792166978,FF_FB_narrow_novel,3.1776570483106465,2.8276570483106465,1,FF_FB_broad,4.801354484076941,1.6236974357662946,0.0,0.0,-0.04957807203754783,0.40176585093140604,0.40573265925049784,0.43444175869226453,0.0,-0.04957807203754783,0.003966808319091797,0.028709099441766694,-0.005807415628805757,0.006855221178557258,0.003966808319091797,0.0,0.0024361143121495836,0.04221645856741816,0.028709099441766694,0.00820766792166978,unresponsive -> unresponsive,FF -> FF,unresponsive,unresponsive,FB,FF,FF,FF,4.801354484076941,3.5513544840769415,6.435831910882966,3.935831910882966,3.1776570483106465,2.8276570483106465,5.4234322353833315,3.823432235383331,6.1992459511682325,4.049245951168232,,,-1.4269633724163946,-1.6129353596512481,0.18882097880821072,-3.472349,-13.699407
65,standard::65,standard,0.05060563636797346,0.000521086491404284,0.04578801240366944,0.014795039583788057,0.00023530765043113262,0.024386119095643935,0.037081011195936986,0.475218831095228,0.00018300337161600107,5.296813051861485e-05,0.000639808209472414,0.0023162656739166513,0.022421783534809947,0.008578424830920995,0.001186112646246329,0.004772943560965359,0.018604638753458858,0.009198142075911164,0.001828650216339156,0.004670552327297628,0.019394312566146255,0.008752112160436809,0.0019504161784425378,0.004782828781753778,un_FB,0.5815850638469564,0.5815850638469564,0,FF_FB_narrow_familiar,2.3770917204894113,1.795506656642455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038171447813510895,0.0006197172449901693,0.000642537570092827,-0.00010239123366773129,0.0007896738126873977,-0.0004460299154743549,0.0001217659621033818,0.00011227645445615036,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,4.137962354651311,1.6379623546513113,2.3770917204894113,1.1270917204894115,2.8445983417060186,1.5945983417060186,0.5815850638469564,0.5815850638469564,4.154213499225053,1.6542134992250528,,,-1.224974914170726,0.16101406564364618,-0.5105130035152274,-7.4149075,12.446272
66,standard::66,standard,0.004124164115637541,0.006010395009070635,0.018599962815642357,0.011525833047926426,2.0,2.0,0.8689476847648621,1.017127275466919,0.0337982214987278,0.0034613090101629496,0.011328515596687794,0.0015144316712394357,0.0,0.00015722298339824193,0.0,0.00010564101930867764,0.0,0.00020861654847976753,0.0,0.0004817763125174679,0.0,0.009659692144487054,0.0,0.0038015892496332526,un_FB,0.07895669018622672,0.07895669018622672,0,FF_FB_narrow_familiar,2.3129586315903157,2.234001941404089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13935650815256e-05,0.0,0.00037613529320879024,0.0,0.009451075596007287,0.0,0.003319812937115785,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,3.935445681851408,1.4354456818514083,2.3129586315903157,1.0629586315903157,2.5842321142959706,1.3342321142959706,0.07895669018622672,0.07895669018622672,4.026289672568964,1.526289672568964,,,3.5701614479988866,-0.4574149347124169,-0.5526594608643015,20.318209,-29.382708
67,standard::67,standard,0.010884586721658707,0.015161898918449879,0.013864744454622269,0.010160326957702637,1.0039236545562744,0.8816742897033691,1.5315814018249512,0.824371337890625,0.04723063483834267,0.004893518052995205,0.008199603296816349,0.0027469508349895477,0.0,0.00026541703555267305,6.408880344679346e-05,0.0002648386505825329,0.0,0.001580267708050087,1.2086220567653073e-05,0.0031261892640031875,0.0,0.021936752507463096,0.0,0.011726849246770144,un_FB,0.7395934935500055,0.7395934935500055,0,FF_FB_narrow_familiar,2.463147532878793,1.7235540393287874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001314850672497414,-5.200258287914039e-05,0.0028613506134206545,0.0,0.02035648479941301,-1.2086220567653073e-05,0.008600659982766956,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,3.8320332368900503,1.3320332368900505,2.463147532878793,1.2131475328787928,2.475534533107556,1.225534533107556,0.7395934935500055,0.7395934935500055,4.028498216398792,1.5284982163987926,,,2.4557469943515935,-0.6150372895895317,-0.41563892829243215,18.295599,-27.084408
68,standard::68,standard,0.006571274250745773,0.009227855131030083,0.011875439435243607,0.00637893658131361,2.0,0.8798274397850037,1.6262043714523315,1.3766844272613525,0.03156180679798126,0.004003731068223715,0.025375982746481895,0.001575237256474793,0.0,0.00020286674334784037,8.123054612951819e-06,0.000264127003174508,0.0,0.00035045809054281565,1.0541101346461801e-05,0.0012864429234468843,0.0,0.011343879590276629,0.0,0.005341339553706348,un_FB,0.171566398122154,0.171566398122154,0,FF_FB_narrow_familiar,2.310273458554068,2.1387070604319143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014759134719497527,2.418046733509982e-06,0.0010223159202723763,0.0,0.010993421499733813,-1.0541101346461801e-05,0.004054896630259463,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,3.903342135375017,1.403342135375017,2.310273458554068,1.060273458554068,2.5464889325585696,1.2964889325585696,0.171566398122154,0.171566398122154,4.000724696100394,1.5007246961003944,,,3.938010225312077,-0.5002345251365449,0.2182295706045384,22.63817,-28.302876
69,standard::69,standard,0.004846342373639345,0.014617448672652245,0.006201060023158789,0.008993316441774368,1.3945454359054565,0.4935339093208313,1.5513169765472412,1.4476882219314575,0.025354545563459396,0.005488347727805376,0.04445558413863182,0.001418361091054976,0.0,0.0002443795936414972,3.2023509356804424e-05,0.0003654850035673007,0.0,0.0017321141349384561,1.5640503124814132e-05,0.0037197735102381555,0.0,0.021332905907183886,2.0824721877943377e-05,0.012785617960616946,un_FB,0.7167351181954292,0.7167351181954292,0,FF_FB_narrow_familiar,2.4530917729053585,1.7363566547099292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001487734541296959,-1.638300623199029e-05,0.003354288506670855,0.0,0.01960079177224543,5.1842187531292445e-06,0.00906584445037879,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,3.823697357535585,1.3236973575355855,2.4530917729053585,1.2030917729053585,2.4641460369144212,1.2141460369144215,0.7167351181954292,0.7167351181954292,4.01646913725634,1.5164691372563404,,,3.4805084296954423,-0.4031398420367152,1.5264098093090428,24.039236,-28.008873
70,standard::70,standard,0.0055949571542441845,0.013654040172696114,0.0141444755718112,0.021387118846178055,2.0,1.237874150276184,1.2865439653396606,2.0,0.025246992707252502,0.0016193236224353313,0.04359196498990059,0.007706087082624435,0.0,0.0001887743052066071,3.776666392241168e-06,0.0001963311605322815,0.0,8.6560564886895e-05,6.707551369800057e-06,0.0010149541951250285,0.0,0.003260161830985453,0.0,0.0020310964784584938,un_FB,0.2796449836742979,0.2796449836742979,0,FF_FB_narrow_familiar,2.3912439950425286,2.111599011368231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010221374031971209,2.9308849775588895e-06,0.0008186230345927471,0.0,0.003173601266098558,-6.707551369800057e-06,0.0010161422833334652,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,4.077673014424013,1.5776730144240132,2.3912439950425286,1.1412439950425284,2.7420689520272443,1.4920689520272445,0.2796449836742979,0.2796449836742979,4.104478390705782,1.6044783907057822,,,4.797669450407924,-0.0972569542871126,2.197714414666108,24.466322,-29.139479
71,standard::71,standard,0.007195068523287773,0.012906808406114578,0.006517001427710056,0.004429086111485958,1.6845860481262207,1.4758847951889038,1.8806724548339844,1.5368502140045166,0.06843135505914688,0.0028429406229406595,0.006585448980331421,0.005041864700615406,0.0,0.00017959613651328255,1.099111807434383e-06,0.0001643116764171282,0.0,0.0001242461225047009,5.084522899778676e-06,0.00023494061915698694,0.0,0.006478516262723133,0.0,0.0027785507263615727,un_FB,0.09840469846634584,0.09840469846634584,0,FF_FB_narrow_familiar,2.3382022591555573,2.2397975606892113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.535001400858164e-05,3.9854110923442935e-06,7.062894273985874e-05,0.0,0.006354270140218433,-5.084522899778676e-06,0.002543610107204586,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,4.000330499039062,1.5003304990390616,2.3382022591555573,1.0882022591555576,2.6567300668287404,1.4067300668287406,0.09840469846634584,0.09840469846634584,4.068748075583726,1.568748075583726,,,4.571158550123044,-1.0709386161899712,-0.46174563488990705,19.661612,-26.283297
72,standard::72,standard,0.01112804003059864,0.009537242352962494,0.01578383333981037,0.009111536666750908,1.4312909841537476,2.0,1.6239361763000488,0.9216534495353699,0.03794783726334572,0.003164073219522834,0.008357345126569271,0.006507016718387604,0.0,0.00016821025928948075,1.4226723442334332e-05,0.0001028051213324943,0.0,0.00022106722099124454,0.0,0.0005298377414874267,0.0,0.00930314629804343,0.0,0.0035433758748695254,un_FB,0.05744353154662695,0.05744353154662695,0,FF_FB_narrow_familiar,2.3142171033915515,2.2567735718449247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2856961701763794e-05,-1.4226723442334332e-05,0.0004270326201549324,0.0,0.009082079077052186,0.0,0.003013538133382099,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,3.940767370891533,1.4407673708915336,2.3142171033915515,1.0642171033915517,2.5924247409307757,1.3424247409307755,0.05744353154662695,0.05744353154662695,4.027295815811933,1.527295815811933,,,3.675462250465983,-0.11253989208714002,-0.05862991562851942,18.974762,-28.539333
73,standard::73,standard,0.0073885079473257065,0.009163163602352142,0.021289872005581856,0.018507014960050583,1.2992750406265259,1.245059847831726,1.2459965944290161,1.7156460285186768,0.06348241120576859,0.0025918791070580482,0.013937513343989849,0.0014661244349554181,0.0,0.0002780759663437493,2.9176710177125643e-05,0.0002171496419578034,0.0,0.0004063873624545522,8.180159693438326e-06,0.0017616692959563807,0.0,0.00902994186617434,0.0,0.004019318276550621,un_FB,0.07418556522643852,0.07418556522643852,0,FF_FB_narrow_familiar,2.317121770683652,2.2429362054572137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001283113961108029,-2.0996550483687317e-05,0.0015445196539985774,0.0,0.008623554503719788,-8.180159693438326e-06,0.0022576489805942405,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,unresponsive,3.940657549183944,1.4406575491839444,2.317121770683652,1.0671217706836522,2.5933202648675655,1.3433202648675653,0.07418556522643852,0.07418556522643852,4.001790459079306,1.5017904590793063,,,3.7907819758845394,-1.3311863725977922,-0.34723186609059237,20.740868,-26.641163
74,standard::74,standard,0.45993390679359436,0.25892892479896545,0.06105286255478859,0.087165467441082,0.5663812160491943,0.16294871270656586,0.4486590623855591,0.21869097650051117,0.04320806264877319,0.0032815025188028812,0.010136688128113747,0.0019167190184816718,0.017611470678821205,0.007490550354123116,0.03398498315364122,0.01171743639279157,0.013869213266298175,0.013174170907586814,0.03290849328041077,0.01796294776722789,0.029261239618062974,0.02851347145624459,0.044849590957164766,0.026414218172430993,FF_FB_narrow_novel,1.4505136539590207,1.1005136539590208,1,FF_FB_broad,1.8615556704783898,0.4110420165193691,0.0,0.0,0.0007477681618183844,0.03398498315364122,0.03290849328041077,0.018435372784733773,0.0,0.0007477681618183844,-0.0010764898732304531,-0.014473120495676995,-0.00374225741252303,0.005683620553463698,-0.0010764898732304531,0.006245511374436319,0.0153920263517648,0.015339300548657776,0.011941097676753998,0.008451270405203104,unresponsive -> unresponsive,FF -> FF,unresponsive,unresponsive,FF,FF,FF,FF,1.8615556704783898,0.9615556704783899,3.427022750268519,1.277022750268519,1.4505136539590207,1.1005136539590208,2.7391560756201336,1.1391560756201335,4.134266260344786,1.634266260344786,,,0.09896848662406221,-1.020602351796016,-0.12741334084644435,3.3251197,-2.6843693
75,standard::75,standard,0.44048938155174255,0.3013473153114319,0.0747300386428833,0.03348046541213989,0.20321035385131836,0.2309718281030655,0.08753487467765808,0.24080362915992737,0.0626215860247612,0.0014048038283362985,0.011067265644669533,0.0015006752219051123,0.07169748451560735,0.008752996055409312,0.028930690232664348,0.003035641898168251,0.04218563325703144,0.011757535953074693,0.026252313144505025,0.005296206078492105,0.054502932354807854,0.01960658673197031,0.03256597509607673,0.008505785930901765,FF_FB_broad,0.9408082298573522,0.9408082298573522,0,FF_FB_narrow_familiar,2.347804620087679,1.4069963902303266,0.07169748451560735,0.04218563325703144,0.054502932354807854,0.028930690232664348,0.026252313144505025,0.03256597509607673,-0.029511851258575916,0.012317299097776416,-0.0026783770881593227,0.006313661951571702,-0.029511851258575916,0.0030045398976653818,-0.0026783770881593227,0.0022605641803238536,0.012317299097776416,0.007849050778895616,0.006313661951571702,0.003209579852409661,FF -> FF,FF -> FF,FF,FF,FF,FF,FF,FF,0.9408082298573522,0.9408082298573522,2.347804620087679,1.0978046200876792,3.228111097503266,1.9781110975032659,4.16180301156366,1.66180301156366,4.754774975974007,2.2547749759740072,,,-0.13894106485393637,-1.6534973875514394,-0.13824162203133677,0.16646287,-1.9647355
76,standard::76,standard,0.809883713722229,0.3353614807128906,0.029382387176156044,0.08474048227071762,0.4470680356025696,0.39482828974723816,0.1775519698858261,0.23862981796264648,0.012340761721134186,0.0016662274720147252,0.006802380550652742,0.002949311165139079,0.0949180494993925,4.910014740744373e-05,0.01751723913475871,0.012028993433341384,0.0769173700362444,0.0003830664566521591,0.013900838466361165,0.01586735821329057,0.09304927308112383,0.007798298972193152,0.02178603820502758,0.019160826643928885,FF_FB_narrow_familiar,1.136975626509785,1.136975626509785,0,FF_FB_broad,2.3827339834496946,1.2457583569399096,0.0949180494993925,0.0769173700362444,0.09304927308112383,0.0,0.0,0.0,-0.01800067946314811,0.016131903044879436,0.0,0.0,-0.01800067946314811,0.0003339663092447154,-0.003616400668397546,0.003838364779949187,0.016131903044879436,0.007415232515540993,0.007885199738666413,0.003293468430638314,FF -> FF,unresponsive -> unresponsive,FF,FF,FF,unresponsive,unresponsive,unresponsive,2.3827339834496946,1.1327339834496946,1.136975626509785,1.136975626509785,4.647756132061033,2.147756132061033,3.04403581420539,1.7940358142053898,4.89130094066226,2.39130094066226,,,-0.598874260876593,-0.6969395875068675,0.030857875096347635,13.109774,0.5166665
