candidate_uid,candidate_idx,search_group,target,seed,predicted_target,matched_target,predicted_objective,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1,lr_ff,lr_fb,lr_lat,lr_pv,full_familiar_naive,occlusion_familiar_naive,full_novel_naive,occlusion_novel_naive,full_familiar_expert,occlusion_familiar_expert,full_novel_expert,occlusion_novel_expert,full_familiar_expert2,occlusion_familiar_expert2,full_novel_expert2,occlusion_novel_expert2
standard::1,1,standard,un_FB,11,un_FB,True,1.0275827239602213,0.01,0.01,0.01,0.01,1.5,1.5,1.5,1.5,0.03,0.003,0.01,0.0025,7.133710365536672e-06,0.00016063773114183277,4.323310750231624e-08,6.6358144690426e-05,1.120001269860893e-06,0.012534409383079037,0.00012102984831017239,0.00811543366908154,0.00017917924988211097,0.03663251998077612,0.0001791007866813743,0.02528943978686584
standard::1,1,standard,un_FB,23,un_FB,True,0.957185290360719,0.01,0.01,0.01,0.01,1.5,1.5,1.5,1.5,0.03,0.003,0.01,0.0025,0.0,0.00010051256843012224,1.082996564233385e-08,0.00020500111536421174,7.145452887468025e-16,0.010899364394572331,8.482455728792138e-09,0.0058212028037814886,2.1658654097223008e-05,0.037772397336084396,0.0001564401863220155,0.025290169089566918
standard::1,1,standard,un_FB,37,un_FB,True,1.066787261078439,0.01,0.01,0.01,0.01,1.5,1.5,1.5,1.5,0.03,0.003,0.01,0.0025,3.490164571197038e-11,1.0040512675146829e-05,4.659019284901575e-15,0.0002235692591540328,4.1768330694935686e-05,0.01388493017948349,1.5927946045657394e-06,0.00786109557520831,9.79778496457584e-05,0.03968347885529511,0.0006358445547178348,0.025249643376446328
standard::1898,1898,standard,un_FB,11,un_FB,True,0.4917293299408201,0.004019720479846001,0.01000943873077631,0.015253839083015919,0.009102342650294304,0.5619418621063232,1.8040629625320435,1.652363896369934,1.6178826093673706,0.01817243918776512,0.0026257296558469534,0.015511240810155869,0.001601807540282607,1.4277234922133174e-05,0.00032729815029597376,1.2617004598425297e-06,8.084840991955389e-05,1.3400831393894918e-06,0.01328946893918328,0.00015536428095401788,0.007796128433619742,0.0009316121175288572,0.03489718651690055,0.0003029647888979525,0.023174543275672477
standard::1898,1898,standard,un_FB,23,un_FB,True,0.4289830726564734,0.004019720479846001,0.01000943873077631,0.015253839083015919,0.009102342650294304,0.5619418621063232,1.8040629625320435,1.652363896369934,1.6178826093673706,0.01817243918776512,0.0026257296558469534,0.015511240810155869,0.001601807540282607,2.045227223269018e-06,0.00035167457814395676,1.5227095121184141e-05,0.00031330065648944584,6.0455781301203325e-16,0.012795615127834026,1.7823874008671137e-08,0.0060605120943364454,0.00016253273356596764,0.035310406566713935,0.0002276526952528002,0.024268970145203638
standard::1898,1898,standard,un_FB,37,un_FB,True,0.5510263772060576,0.004019720479846001,0.01000943873077631,0.015253839083015919,0.009102342650294304,0.5619418621063232,1.8040629625320435,1.652363896369934,1.6178826093673706,0.01817243918776512,0.0026257296558469534,0.015511240810155869,0.001601807540282607,7.451288557724922e-07,6.073583278407568e-05,3.0703247262398036e-07,0.00034446635340827924,0.00010744992611648741,0.014362457979586907,1.2601246353938222e-05,0.008206914916445384,0.0013684494493645615,0.03720447061059531,0.0007858882856908167,0.023607125718262977
standard::2187,2187,standard,un_FB,11,un_FB,True,1.321859544672274,0.7096555829048157,0.018689410760998726,0.01908911019563675,0.013293839059770107,0.6382902264595032,1.4678186178207397,0.4576376974582672,2.0,0.08000000566244125,0.003130825702100992,0.007906517013907433,0.003239937825128436,0.006670139538255171,0.0004817790779270581,0.0013615868207125458,0.0001744736349564846,0.0008115565830848937,0.01695958875643555,0.0006727257668899256,0.010269678489567013,0.018204157141735778,0.04580590406258125,0.00268516844662372,0.03067557253089035
standard::2187,2187,standard,un_FB,23,un_FB,True,1.310070482358901,0.7096555829048157,0.018689410760998726,0.01908911019563675,0.013293839059770107,0.6382902264595032,1.4678186178207397,0.4576376974582672,2.0,0.08000000566244125,0.003130825702100992,0.007906517013907433,0.003239937825128436,0.007924342598198564,0.0004686049985593854,0.0009027601401612629,0.00046448817311102176,0.0007588646110889385,0.016902319352084305,0.0003326331427160767,0.00887585350938025,0.021738949896825944,0.0462598440470174,0.0015217929969367106,0.03119073270645458
standard::2187,2187,standard,un_FB,37,un_FB,True,1.3800169461775003,0.7096555829048157,0.018689410760998726,0.01908911019563675,0.013293839059770107,0.6382902264595032,1.4678186178207397,0.4576376974582672,2.0,0.08000000566244125,0.003130825702100992,0.007906517013907433,0.003239937825128436,0.00647895599831827,0.00010630546590846279,0.0011968634809818468,0.0005545122274270397,0.0011229933839786098,0.01792804463475477,0.0005506887333467603,0.010766901856550248,0.018793585684034043,0.04842667421617079,0.004372890601371182,0.031144076566852162
standard::76,76,standard,un_FB,11,un_FB,True,0.7481068873948746,0.0014946983734029703,0.03693405791914476,0.001416658535993743,0.0012568714583299436,0.2598625148393244,0.0021677608050196437,0.3709627558768221,0.00233651865576598,0.0051773782768604285,0.000698775712217306,0.000112057489893218,0.01042384474606878,0.0014204527222318574,0.0017563769259140826,0.002918740105087636,0.002125186524062883,9.125162952159372e-05,0.006406372907804325,0.0038714801252353937,0.00542348526942078,0.0005862424539373023,0.02256901942746481,0.017749494347663132,0.01576392248243792
