class_a,class_b,candidate_idx_a,candidate_idx_b,alpha,assigned_target,assigned_objective,objective_margin,familiar_primary_transition,novel_primary_transition,familiar_expert2_state,novel_expert2_state,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1,lr_ff,lr_fb,lr_lat,lr_pv
FF_FB_narrow_familiar,un_FB,1546,1065,0.0,FF_FB_narrow_familiar,2.4488585279335924,0.6856486126416454,unresponsive -> FF,unresponsive -> unresponsive,0.004836700328936183,-0.04822321163179974,0.06276558303287247,0.04643604711564963,0.002333136469216597,0.002863461730085512,0.0004175915277103663,0.32974464925901215,0.08755065242704106,0.07995509325805904,0.00016694653799768388,0.003709559766233523,6.35383375103066e-05,0.0005021968538843209
FF_FB_narrow_familiar,un_FB,1546,1065,0.16666666666666666,FF_FB_narrow_familiar,2.4947498606596916,0.6867644830718271,unresponsive -> FF,unresponsive -> unresponsive,0.003621186952417102,-0.04948164479186137,0.05443103254089681,0.0311827981887078,0.003036628988565666,0.0017304118408556532,0.0006436151922711824,0.325275797570905,0.0352079738336695,0.029850080910932008,0.00019877485243717118,0.0038224447446409187,7.487121186184469e-05,0.0004917598223087343
FF_FB_narrow_familiar,un_FB,1546,1065,0.3333333333333333,FF_FB_narrow_familiar,2.5456308665143412,0.6882956874559314,unresponsive -> FF,unresponsive -> unresponsive,0.002475961142530042,-0.05080262774912019,0.04720321488795032,0.020939915502626333,0.003952240143626719,0.0010457011202604865,0.0009919753832016932,0.320867509823578,0.014158677144129312,0.011144097193575305,0.00023667122682093195,0.003938764906507561,8.822544915897315e-05,0.00048153970094926566
FF_FB_narrow_familiar,un_FB,1546,1065,0.5,FF_FB_narrow_familiar,2.143801982450036,0.5817120331310379,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0014182845906664937,-0.052178638118008776,0.04093516862984174,0.014061600841707562,0.005143928419214847,0.0006319251909264147,0.001528887404608589,0.3165189652265511,0.005693827751030117,0.004160487960833982,0.00028179253521332516,0.004058624787313412,0.0001039615853108589,0.00047153198181516007
FF_FB_narrow_familiar,un_FB,1546,1065,0.6666666666666666,FF_FB_narrow_familiar,2.2080566275824856,0.5812698520590507,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0004362297554810768,-0.053601591708138586,0.035499447118830386,0.009442665525881,0.006694937205340322,0.0003818772297268951,0.0023564059507467823,0.3122293541130754,0.002289738944421307,0.0015532581752987354,0.00033551620942089995,0.004182132103639736,0.00012250446241279057,0.0004617322506041057
FF_FB_narrow_familiar,un_FB,1546,1065,0.8333333333333333,un_FB,3.0756916980776996,0.0032391907734563574,unresponsive -> FF,unresponsive -> unresponsive,-0.000503959087654951,-0.05507674743421376,0.030785527162185463,0.006340951733546289,0.008713609624896703,0.00023077133286947754,0.0036318233690572996,0.3079978777893798,0.0009208048895843495,0.0005798865377917684,0.0003994822882690964,0.004309397849972647,0.00014435469857614116,0.0004521361847551313
FF_FB_narrow_familiar,un_FB,1546,1065,1.0,FF_FB_narrow_familiar,3.149131347346252,0.00042933874096018343,unresponsive -> FF,unresponsive -> unresponsive,-0.001450684744243813,-0.05657761644882461,0.026697561781206823,0.004258084624194323,0.011340956661180932,0.00013945688281137255,0.005597567337601815,0.3038237483859597,0.0003702962063637061,0.0002164922754373725,0.00047564348356271254,0.004440536398452481,0.00017010220354905914,0.00044273955154196996
FF_FB_narrow_familiar,un_FB,609,1139,0.0,FF_FB_narrow_familiar,1.4115994965338585,0.21562559198995745,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0052848298413058145,-0.02521922959713265,0.08658146383552073,0.0013530720077337428,0.00011334559023558103,0.00015631240737093763,0.05012377657849353,0.016327608676195454,0.0003130896238601234,0.02055458168509619,0.00027958998834787577,0.001798497679632968,0.00018873510176313434,0.0017519381920490385
FF_FB_narrow_familiar,un_FB,609,1139,0.16666666666666666,un_FB,1.1633285788774717,0.6576704193785996,unresponsive -> unresponsive,unresponsive -> unresponsive,-0.0025331060324485163,-0.02559941284125671,0.03233596819947242,0.0019876165544963505,0.00033294493328317037,0.00015678422204929755,0.04315058675118189,0.013002417750154613,0.0007546190347814675,0.02623307283171566,0.00039560897744065845,0.0018196206778486007,0.0002104283088552613,0.001702494404479678
FF_FB_narrow_familiar,un_FB,609,1139,0.3333333333333333,un_FB,1.1517256128672444,0.6890498130093776,unresponsive -> unresponsive,unresponsive -> unresponsive,-0.004912288525762656,-0.025926429215663422,0.012076659287993228,0.0029197408158083385,0.0009780030115731538,0.00015725746085703022,0.03714750292319725,0.01035441690833869,0.001818807920344629,0.03348032670949868,0.0005597713421587634,0.0018409917614850139,0.0002346149325378668,0.0016544460360753894
