ablation,ablation_label,transition,transition_label,phase,phase_label,value,n_familiar_conditions
all_adaptation_plasticity,No all adapt. plast.,FF_FB_narrow_familiar_novel,"FF -> FB
(narrow fam+nov)",naive,Naive,-16.170665739783225,2
all_adaptation_plasticity,No all adapt. plast.,FF_FB_narrow_familiar_novel,"FF -> FB
(narrow fam+nov)",expert,Expert,-13.038817117947914,2
all_adaptation_plasticity,No all adapt. plast.,FF_FB_narrow_novel,"FF -> FB
(narrow nov)",naive,Naive,9.023569440161026,2
all_adaptation_plasticity,No all adapt. plast.,FF_FB_narrow_novel,"FF -> FB
(narrow nov)",expert,Expert,12.001759755175618,2
all_adaptation_plasticity,No all adapt. plast.,FB_FB,FB -> FB,naive,Naive,24.90416904459419,2
all_adaptation_plasticity,No all adapt. plast.,FB_FB,FB -> FB,expert,Expert,34.85086336378185,2
all_lat_plasticity,No LAT adapt. plast.,un_un,un -> un,naive,Naive,3.655776650505859,2
all_lat_plasticity,No LAT adapt. plast.,un_un,un -> un,expert,Expert,3.847414698965438,2
all_lat_plasticity,No LAT adapt. plast.,un_FF,un -> FF,naive,Naive,-0.17565682230371127,2
all_lat_plasticity,No LAT adapt. plast.,un_FF,un -> FF,expert,Expert,-21.97957522526925,2
all_lat_plasticity,No LAT adapt. plast.,un_FB,un -> FB,naive,Naive,4.052483436367425,2
all_lat_plasticity,No LAT adapt. plast.,un_FB,un -> FB,expert,Expert,24.36858170416312,2
all_lat_plasticity,No LAT adapt. plast.,FF_un,FF -> un,naive,Naive,-26.857961985845197,2
all_lat_plasticity,No LAT adapt. plast.,FF_un,FF -> un,expert,Expert,-4.54061010869961,2
all_lat_plasticity,No LAT adapt. plast.,FF_FF,FF -> FF,naive,Naive,-30.312094022876853,2
all_lat_plasticity,No LAT adapt. plast.,FF_FF,FF -> FF,expert,Expert,-34.32874486423948,2
all_lat_plasticity,No LAT adapt. plast.,FF_FB_broad,"FF -> FB
(broad)",naive,Naive,-19.24436890269895,2
all_lat_plasticity,No LAT adapt. plast.,FF_FB_broad,"FF -> FB
(broad)",expert,Expert,23.026782984741388,2
all_lat_plasticity,No LAT adapt. plast.,FF_FB_broad_novel,"FF -> FB
(broad nov)",naive,Naive,-19.592233551428386,2
all_lat_plasticity,No LAT adapt. plast.,FF_FB_broad_novel,"FF -> FB
(broad nov)",expert,Expert,22.090037742024776,2
all_lat_plasticity,No LAT adapt. plast.,FF_FB_narrow_familiar,"FF -> FB
(narrow fam)",naive,Naive,-15.788398502238465,2
all_lat_plasticity,No LAT adapt. plast.,FF_FB_narrow_familiar,"FF -> FB
(narrow fam)",expert,Expert,19.986890605083225,2
all_lat_plasticity,No LAT adapt. plast.,FF_FB_narrow_familiar_novel,"FF -> FB
(narrow fam+nov)",naive,Naive,-16.170665739783225,2
all_lat_plasticity,No LAT adapt. plast.,FF_FB_narrow_familiar_novel,"FF -> FB
(narrow fam+nov)",expert,Expert,18.150410628430947,2
all_lat_plasticity,No LAT adapt. plast.,FF_FB_narrow_novel,"FF -> FB
(narrow nov)",naive,Naive,9.023569440161026,2
all_lat_plasticity,No LAT adapt. plast.,FF_FB_narrow_novel,"FF -> FB
(narrow nov)",expert,Expert,28.270418678574885,2
all_lat_plasticity,No LAT adapt. plast.,FB_FB,FB -> FB,naive,Naive,24.90416904459419,2
all_lat_plasticity,No LAT adapt. plast.,FB_FB,FB -> FB,expert,Expert,33.13802720962434,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,un_un,un -> un,naive,Naive,3.655776650505859,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,un_un,un -> un,expert,Expert,3.849626468729472,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,un_FF,un -> FF,naive,Naive,-0.17565682230371127,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,un_FF,un -> FF,expert,Expert,-0.026828232539284208,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,un_FB,un -> FB,naive,Naive,4.052483436367425,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,un_FB,un -> FB,expert,Expert,24.3496643641771,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FF_un,FF -> un,naive,Naive,-26.857961985845197,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FF_un,FF -> un,expert,Expert,-17.282936018352345,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FF_FF,FF -> FF,naive,Naive,-30.312094022876853,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FF_FF,FF -> FF,expert,Expert,-28.380677360846427,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FF_FB_broad,"FF -> FB
(broad)",naive,Naive,-19.24436890269895,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FF_FB_broad,"FF -> FB
(broad)",expert,Expert,10.829878681106674,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FF_FB_broad_novel,"FF -> FB
(broad nov)",naive,Naive,-19.592233551428386,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FF_FB_broad_novel,"FF -> FB
(broad nov)",expert,Expert,10.411458618084195,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FF_FB_narrow_familiar,"FF -> FB
(narrow fam)",naive,Naive,-15.788398502238465,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FF_FB_narrow_familiar,"FF -> FB
(narrow fam)",expert,Expert,7.431977105199383,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FF_FB_narrow_familiar_novel,"FF -> FB
(narrow fam+nov)",naive,Naive,-16.170665739783225,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FF_FB_narrow_familiar_novel,"FF -> FB
(narrow fam+nov)",expert,Expert,6.886697173240178,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FF_FB_narrow_novel,"FF -> FB
(narrow nov)",naive,Naive,9.023569440161026,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FF_FB_narrow_novel,"FF -> FB
(narrow nov)",expert,Expert,28.146855470337776,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FB_FB,FB -> FB,naive,Naive,24.90416904459419,2
non_pv_adaptation_plasticity,No non-PV adapt. plast.,FB_FB,FB -> FB,expert,Expert,33.13771697622346,2
all_non_pv,No all non-PV,un_un,un -> un,naive,Naive,3.6597415920534915,2
all_non_pv,No all non-PV,un_un,un -> un,expert,Expert,3.85521633375433,2
all_non_pv,No all non-PV,un_FF,un -> FF,naive,Naive,-0.1782092430001345,2
all_non_pv,No all non-PV,un_FF,un -> FF,expert,Expert,-0.03125530632550305,2
all_non_pv,No all non-PV,un_FB,un -> FB,naive,Naive,4.061268253986054,2
all_non_pv,No all non-PV,un_FB,un -> FB,expert,Expert,24.85518971148133,2
all_non_pv,No all non-PV,FF_un,FF -> un,naive,Naive,-26.960877583884454,2
all_non_pv,No all non-PV,FF_un,FF -> un,expert,Expert,-17.684585431484756,2
all_non_pv,No all non-PV,FF_FF,FF -> FF,naive,Naive,-30.335492294869532,2
all_non_pv,No all non-PV,FF_FF,FF -> FF,expert,Expert,-28.48342477203919,2
all_non_pv,No all non-PV,FF_FB_broad,"FF -> FB
(broad)",naive,Naive,-20.111840146281217,2
all_non_pv,No all non-PV,FF_FB_broad,"FF -> FB
(broad)",expert,Expert,7.643295847436185,2
all_non_pv,No all non-PV,FF_FB_broad_novel,"FF -> FB
(broad nov)",naive,Naive,-20.512097070700257,2
all_non_pv,No all non-PV,FF_FB_broad_novel,"FF -> FB
(broad nov)",expert,Expert,7.32041366387935,2
all_non_pv,No all non-PV,FF_FB_narrow_familiar,"FF -> FB
(narrow fam)",naive,Naive,-16.294995063595337,2
all_non_pv,No all non-PV,FF_FB_narrow_familiar,"FF -> FB
(narrow fam)",expert,Expert,4.480215928028846,2
all_non_pv,No all non-PV,FF_FB_narrow_familiar_novel,"FF -> FB
(narrow fam+nov)",naive,Naive,-16.752896429198692,2
all_non_pv,No all non-PV,FF_FB_narrow_familiar_novel,"FF -> FB
(narrow fam+nov)",expert,Expert,4.158609047544939,2
all_non_pv,No all non-PV,FF_FB_narrow_novel,"FF -> FB
(narrow nov)",naive,Naive,9.1545461059279,2
all_non_pv,No all non-PV,FF_FB_narrow_novel,"FF -> FB
(narrow nov)",expert,Expert,28.525495434285656,2
all_non_pv,No all non-PV,FB_FB,FB -> FB,naive,Naive,41.63372601930006,2
all_non_pv,No all non-PV,FB_FB,FB -> FB,expert,Expert,61.665667401633506,2
