search_group,candidate_idx,target,backtest_success_rate,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1
standard,31,FF_FB_narrow_novel,1.0,0.00024119275622069836,0.00012426488683559,0.004570481367409229,1.179628849029541,0.0006802764837630093,0.0009025752660818398,0.9322614669799805,0.23740491271018982
standard,54,FF_FB_narrow_novel,1.0,0.0006084942142479122,0.05899758264422417,0.03671607747673988,1.3604235649108887,0.0015052130911499262,0.0036409797612577677,0.0013572293100878596,0.00045891996705904603
standard,6,FB_FB,1.0,1e-07,1e-07,0.6,0.6,1.5,1.5,1.5,1.5
standard,151,FB_FB,1.0,0.00011446529970271513,0.00018657349573913962,0.42300134897232056,0.5061646103858948,1.300229549407959,0.8701119422912598,1.0074951648712158,0.975272536277771
standard,166,FB_FB,1.0,0.0001343629992334172,9.999999747378752e-05,0.9080017805099487,1.0356990098953247,2.0,1.266750693321228,2.0,1.9326070547103882
standard,165,FB_FB,1.0,0.00010014228610089049,9.999999747378752e-05,0.8097459077835083,0.46805205941200256,2.0,2.0,0.8088425993919373,2.0
standard,163,FB_FB,1.0,9.999999747378752e-05,0.00015127964434213936,0.3200106918811798,0.30915766954421997,0.9408320188522339,1.49769926071167,2.0,1.0419604778289795
standard,157,FB_FB,1.0,9.999999747378752e-05,0.00016557321941945702,0.40598803758621216,1.2178046703338623,2.0,2.0,1.4030826091766357,1.6964442729949951
standard,59,FB_FB,1.0,0.0032988388556987047,0.009296917356550694,0.5417863726615906,0.6616261601448059,0.016642976552248,1.089050054550171,0.009787969291210175,0.005439395550638437
standard,162,FB_FB,1.0,9.999999747378752e-05,0.00013444924843497574,2.0,0.7259988188743591,0.7045795917510986,2.0,2.0,2.0
ff_un,1,FF_un,1.0,0.5,0.5,1e-07,1e-07,0.1,0.1,0.1,0.1
ff_un,40,FF_un,1.0,0.8703628778457642,0.44046664237976074,0.026281163096427917,0.5527380704879761,0.20742195844650269,0.00035079391091130674,0.00045071306522004306,0.16449841856956482
ff_un,78,FF_un,0.0,0.5294303297996521,0.7453218698501587,9.999999747378752e-05,0.0001399674656568095,0.2216349095106125,0.08587890863418579,0.14082153141498566,0.17142538726329803
ff_un,64,FF_un,0.0,0.3394380509853363,1.0608670711517334,0.005549311172217131,0.0002929099719040096,0.0005511684576049447,0.5199946761131287,0.43882614374160767,0.043500740081071854
ff_un,66,FF_un,0.0,0.2692316174507141,0.8907264471054077,0.00012136636360082775,9.999999747378752e-05,0.03267369791865349,0.1382988542318344,0.25432732701301575,0.05737501010298729
ff_un,24,FF_un,1.0,1.138411283493042,1.7355461120605469,0.0008121660794131458,0.7992599010467529,0.05662912130355835,0.0007272948860190809,0.0025732270441949368,1.633300542831421
