candidate_idx,search_group,receives_context_familiar,receives_context_novel,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1,full_familiar_naive,occlusion_familiar_naive,full_novel_naive,occlusion_novel_naive,full_familiar_expert,occlusion_familiar_expert,full_novel_expert,occlusion_novel_expert,assigned_target,assigned_objective,assigned_rmse,assigned_mismatch_penalty,assigned_transition_bonus,second_target,second_objective,objective_gap,familiar,novel,familiar_naive_state,familiar_expert_state,novel_naive_state,novel_expert_state,familiar_naive_responsive,familiar_expert_responsive,novel_naive_responsive,novel_expert_responsive,familiar_naive_ff_scalar,familiar_naive_fb_scalar,familiar_expert_ff_scalar,familiar_expert_fb_scalar,novel_naive_ff_scalar,novel_naive_fb_scalar,novel_expert_ff_scalar,novel_expert_fb_scalar,familiar_transition,novel_transition,objective__FF_FB_broad,rmse__FF_FB_broad,mismatch__FF_FB_broad,objective__FF_un,rmse__FF_un,mismatch__FF_un,objective__FF_FB_narrow_familiar,rmse__FF_FB_narrow_familiar,mismatch__FF_FB_narrow_familiar,objective__FF_FB_narrow_novel,rmse__FF_FB_narrow_novel,mismatch__FF_FB_narrow_novel,objective__un_FB,rmse__un_FB,mismatch__un_FB,objective__un_un,rmse__un_un,mismatch__un_un,objective__FB_FB,rmse__FB_FB,mismatch__FB_FB,target
1,standard,True,True,0.01,0.01,0.01,0.01,1.5,1.5,1.5,1.5,6.296139059003281e-07,2.7588069964205414e-06,2.351709955661363e-08,0.00013777467347608763,8.12987944793046e-06,0.005035518512401419,7.718835284625432e-05,0.0026255146808883485,un_FB,-0.18439686665247546,0.0,0,3.687937333049509,un_un,-0.1049265674681531,0.07947029918432236,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.755201124463678,1.1506621837615967,3,3.23238673142016,1.6278477907180786,3,1.142225944879335,0.7266338467597961,1,3.6053950744255503,2.6008450984954834,2,-0.18439686665247546,0.0,0,-0.1049265674681531,0.07947029918432236,0,3.3323121107549536,1.147915244102478,4,un_FB
2,standard,True,True,0.01,0.01,0.01,0.01,1.5,1.5,1.5,1.5,6.296139059003281e-07,2.7588069964205414e-06,2.351709955661363e-08,0.00013777467347608763,8.12987944793046e-06,0.005035518512401419,7.718835284625432e-05,0.0026255146808883485,un_FB,-0.18439686665247546,0.0,0,3.687937333049509,un_un,-0.1049265674681531,0.07947029918432236,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.755201124463678,1.1506621837615967,3,3.23238673142016,1.6278477907180786,3,1.142225944879335,0.7266338467597961,1,3.6053950744255503,2.6008450984954834,2,-0.18439686665247546,0.0,0,-0.1049265674681531,0.07947029918432236,0,3.3323121107549536,1.147915244102478,4,un_FB
1681,standard,True,True,0.012329896911978722,0.00936767365783453,0.013009580783545971,0.009856011718511581,1.598257064819336,1.2297636270523071,2.0,2.0,5.866519796171588e-07,3.2306765319845e-06,1.4862979206646069e-08,0.00013803497863591475,8.071474659724724e-06,0.0051276248384965585,9.078701556669936e-05,0.002642932916448141,un_FB,-0.18283679268874192,0.0013395604910328984,0,3.683527063595496,un_un,-0.10343130435880238,0.07940548832993954,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.7549608908485803,1.1502740383148193,3,3.232478018839303,1.627791166305542,3,1.1424157818304668,0.7266050577163696,1,3.6053021636218467,2.600602388381958,2,-0.18283679268874192,0.0013395604910328984,0,-0.10343130435880238,0.08074504882097244,0,3.3313207900160173,1.1471444368362427,4,un_FB
1677,standard,True,True,0.016109976917505264,0.0177328959107399,0.014543780125677586,0.008240677416324615,1.1594560146331787,2.0,1.8463387489318848,1.1394603252410889,7.406316677579146e-07,1.3943614374056778e-05,7.189339209882443e-08,0.00012199470978278745,9.021524183102278e-06,0.005051585251931101,4.5249211196581504e-05,0.0024973168896394783,un_FB,-0.18272832647185927,0.0019019925966858864,0,3.692606381370903,un_un,-0.10574425716173058,0.07698406931012869,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.756026106525549,1.1511894464492798,3,3.2329122597466795,1.6280755996704102,3,1.1420036027859093,0.7266896963119507,1,3.6063650507294445,2.6014726161956787,2,-0.18272832647185927,0.0019019925966858864,0,-0.10574425716173058,0.07888606190681458,0,3.3334650244213284,1.1488347053527832,4,un_FB
1651,standard,True,True,0.015943745151162148,0.008569834753870964,0.014703379943966866,0.012808475643396378,1.6898553371429443,1.615781307220459,0.7220494151115417,2.0,5.150231451978016e-07,3.310382524546185e-06,6.9409043707147296e-12,0.00015264486937667244,7.575567260194779e-06,0.00511081523145549,6.524950305599001e-05,0.002513572553289123,un_FB,-0.18251240449303058,0.0019269094336777925,0,3.688786278534167,un_un,-0.10469496748686996,0.07781743700616062,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.7556983001790685,1.150815725326538,3,3.232835746582572,1.6279531717300415,3,1.1422214052289235,0.72667396068573,1,3.606038938101989,2.6011431217193604,2,-0.18251240449303058,0.0019269094336777925,0,-0.10469496748686996,0.07974434643983841,0,3.33258975795747,1.1481504440307617,4,un_FB
1660,standard,True,True,0.0165158249437809,0.006622071843594313,0.007664108648896217,0.0038705577608197927,1.2620620727539062,1.399366855621338,1.0600425004959106,2.0,7.302238251109353e-07,8.119835117289161e-06,5.542169791243149e-08,9.266846207841202e-05,8.779226260458017e-06,0.005144139746941316,8.502281504358204e-05,0.0025616770925504777,un_FB,-0.18248948016909028,0.0018973095575347543,0,3.6877357945325007,un_un,-0.10393895201624448,0.0785505281528458,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.7554688914695173,1.150505542755127,3,3.2327967151084334,1.627833366394043,3,1.1422198229014422,0.7266390919685364,1,3.6059041074738047,2.6009082794189453,2,-0.18248948016909028,0.0018973095575347543,0,-0.10393895201624448,0.08044783771038055,0,3.3323406576389174,1.1479538679122925,4,un_FB
1685,standard,True,True,0.029130076989531517,0.009899191558361053,0.009458426386117935,0.005338501650840044,1.0295745134353638,2.0,0.8054550886154175,1.177268147468567,7.781580895501368e-07,2.708728504027628e-05,8.560229688055661e-08,0.0001009082734109749,9.321277989708202e-06,0.005108738950608919,4.5211436031422636e-05,0.002516401596464372,un_FB,-0.1824816731202115,0.002012054668739438,0,3.6898745557790185,un_un,-0.10476408879521085,0.07771758432500064,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.7559393161063404,1.1510106325149536,3,3.233036350560686,1.6281076669692993,3,1.1420641351527971,0.7266662120819092,1,3.606459104188457,2.601422071456909,2,-0.1824816731202115,0.002012054668739438,0,-0.10476408879521085,0.07972963899374008,0,3.3328573180294296,1.1483635902404785,4,un_FB
1626,standard,True,True,0.004668758250772953,0.005074461456388235,0.010933938436210155,0.010571501217782497,1.5330191850662231,1.8025554418563843,1.113187313079834,1.2534708976745605,6.063683630467646e-07,2.779984542655711e-06,8.182485864797565e-09,0.00012883811018582492,7.582566106142016e-06,0.00495742195926141,6.1600601278163e-05,0.0024474988832177283,un_FB,-0.18216605896114496,0.0027608631644397974,0,3.698538442511695,un_un,-0.10754761348462788,0.07461844547651708,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.7561682625276327,1.1514116525650024,3,3.2326560183030844,1.627899408340454,3,1.1418071461724812,0.7267451882362366,1,3.606247975491011,2.60148024559021,2,-0.18216605896114496,0.0027608631644397974,0,-0.10754761348462788,0.07737930864095688,0,3.3348149607608386,1.149888038635254,4,un_FB
1705,standard,True,True,0.004235009662806988,0.012899363413453102,0.009258086793124676,0.009471166878938675,1.9339990615844727,1.225791335105896,2.0,0.8605773448944092,4.7554338304204674e-07,2.106842736774676e-06,9.76516568164445e-12,0.00010318821269568919,7.093053879240567e-06,0.005088365912282219,9.218126084912608e-05,0.0024463379115331916,un_FB,-0.1820248306133569,0.0026951716281473637,0,3.694400044830085,un_un,-0.10567650211609608,0.07634832849726081,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.7559243579575887,1.1508508920669556,3,3.232805742807137,1.627732276916504,3,1.1419898173243468,0.7267182469367981,1,3.6062057030760335,2.601123809814453,2,-0.1820248306133569,0.0026951716281473637,0,-0.10567650211609608,0.07904350012540817,0,3.3339085207656742,1.14918851852417,4,un_FB
1758,standard,True,True,0.013152199797332287,0.017905592918395996,0.008343212306499481,0.01181128341704607,2.0,1.0463985204696655,2.0,1.0649330615997314,4.609316919849486e-07,1.944492078583456e-06,1.1017347259472076e-11,0.00013592930697541304,7.262633342482635e-06,0.005175183594110422,9.830546655393846e-05,0.0026880469114985315,un_FB,-0.18181296474281133,0.002184826647862792,0,3.6799558278134823,un_un,-0.10236807553078414,0.07944488921202719,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,2.7546915877864637,1.1499930620193481,3,3.232467519144801,1.6277689933776855,3,1.1425732027090352,0.7265787720680237,1,3.6051005526978326,2.6003942489624023,2,-0.18181296474281133,0.002184826647862792,0,-0.10236807553078414,0.08162971585988998,0,3.330492537598865,1.146494746208191,4,un_FB
