target,receives_context_familiar,receives_context_novel,full_familiar_naive,occlusion_familiar_naive,full_familiar_expert,occlusion_familiar_expert,full_novel_naive,occlusion_novel_naive,full_novel_expert,occlusion_novel_expert
un_un,True,True,6.296139059003281e-07,2.7588069964205414e-06,8.12987944793046e-06,0.005035518512401419,2.351709955661363e-08,0.00013777467347608763,7.718835284625432e-05,0.0026255146808883485
un_FB,True,True,6.296139059003281e-07,2.7588069964205414e-06,8.12987944793046e-06,0.005035518512401419,2.351709955661363e-08,0.00013777467347608763,7.718835284625432e-05,0.0026255146808883485
FF_FB_broad,True,True,0.042226242204196754,0.004637195486187314,0.007983075198717415,0.019652614820127687,0.04440010308753699,0.005793386074947194,0.04868148232344538,0.01576503647568946
FF_FB_narrow_familiar,True,True,0.0497910181293264,0.000230697082952247,0.01239240806705008,0.005910212840535678,0.0019236878879989186,0.00037718163803219796,0.00018017615766439122,0.004341649746250672
FF_FB_narrow_novel,True,True,0.004670644442861279,0.0011528341041412205,0.004234521977681046,0.014324035646859556,0.12322313906624913,0.021602339289772014,0.1311135720461607,0.03228195935953408
FF_un,False,False,0.06634491089110574,0.0023010159202385694,0.010157623654231429,0.0011018847212350617,0.06877935865583519,0.0018400813307380304,0.06322615266156693,0.0009451916218192006
