target,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1,full_familiar_naive,occlusion_familiar_naive,full_familiar_expert,occlusion_familiar_expert,full_novel_naive,occlusion_novel_naive,full_novel_expert,occlusion_novel_expert
FF_FB_broad,0.5,0.468383640050888,0.0398295857012271,0.0483072884380817,0.217748537659645,0.250484436750412,0.2589487433433532,0.3,0.0426735650592794,0.0040620270029952,0.0125414265901781,0.0176285633662094,0.0444001030875369,0.0056251342253138,0.0475674574263393,0.01525278033223
FF_FB_narrow_familiar,0.7202748954296112,0.0103210029192268,0.0115712014958262,0.01001856336370105,0.20072820782661435,0.7174185216426849,0.26711203157901764,0.6247119009494781,0.0619255839847028,0.00087994093082665,0.014896366784038599,0.01082826662653435,0.0035929339637125997,0.00114640459044795,0.0010665833346137502,0.0075521195579009
FF_FB_narrow_novel,0.0088034039363265,0.9025550484657288,0.0077386498451232,0.1374285668134689,0.2117254734039306,0.1345408111810684,0.1788382977247238,0.177061840891838,0.0066404453090702,0.0024687459614748,0.0078803399732957,0.0155776765857202,0.1439893681555986,0.0196333142191482,0.151838938674579,0.0304784157546237
FF_un,0.5987270474433899,0.5750105977058411,0.0001181267143692,0.0001193162242998,0.0742007941007614,0.0859977751970291,0.1015060544013977,0.1028906852006912,0.0814780757607271,0.0023203166512151,0.0135901824260751,0.0010274065445022,0.0798448982803771,0.0018344788598672,0.0741275717969983,0.0008726037839854
un_FB,0.0085585271008312,0.0079684718511998,0.006951306015253,0.0070724268443882,0.18173807859420776,0.2130237817764282,0.12803593277931208,0.11817250028252599,0.0011515683036122499,0.00160526024604525,0.00150150897097765,0.01420757903057765,0.00085734862447375,0.0017001885697633,0.0011316827665723,0.01018636098015115
