method,sample_idx,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1,W_pv_00,W_pv_01,W_pv_10,W_pv_11,full_familiar_naive,occlusion_familiar_naive,full_novel_naive,occlusion_novel_naive,full_familiar_expert,occlusion_familiar_expert,full_novel_expert,occlusion_novel_expert,familiar_naive_state,familiar_expert_state,novel_naive_state,novel_expert_state,familiar_naive_responsive,familiar_expert_responsive,novel_naive_responsive,novel_expert_responsive,familiar_naive_ff_scalar,familiar_naive_fb_scalar,familiar_expert_ff_scalar,familiar_expert_fb_scalar,novel_naive_ff_scalar,novel_naive_fb_scalar,novel_expert_ff_scalar,novel_expert_fb_scalar,familiar_transition,novel_transition,familiar_transition_label,novel_transition_label,familiar_transition_point_x,familiar_transition_point_y,novel_transition_point_x,novel_transition_point_y,receives_context_familiar,receives_context_novel,context_mode,context_marker,context_label,log10_w_ff_0,log10_w_ff_1,log10_w_fb_0,log10_w_fb_1,log10_w_lat_0,log10_w_lat_1,log10_w_pv_lat_0,log10_w_pv_lat_1,log10_W_pv_00,log10_W_pv_01,log10_W_pv_10,log10_W_pv_11,weight_point_idx
sobol,4007,0.00011587497283471748,1.019092321395874,0.0001059144051396288,0.00016487317043356597,0.6652234196662903,0.0018206060631200671,0.00010089425632031634,0.000342493032803759,0.054106082767248154,0.03625746816396713,0.0012364116264507174,0.0003041457966901362,0.011070785062387586,0.0006671137021403411,0.38127373237907886,0.0007253318475704873,0.009613001681864262,0.0009401868196582655,0.3800601376593113,0.0006188684669323265,0.0,0.0,0.38127373237907886,0.3800601376593113,False,False,True,True,0.0,-0.0,0.0,-0.0,0.38127373237907886,0.0,0.3800601376593113,0.0,unresponsive -> unresponsive,FF -> FF,unresponsive -> unresponsive,FF -> FF,0.0,0.0,0.38127373237907886,0.3800601376593113,False,False,00,*,"ctx=(F,F)",-3.936010354661761,0.008213529302413435,-3.975044968625314,-3.782850010702683,-0.1770324695355061,-2.7397840152820745,-3.996133556452809,-3.4653482587574187,-1.26675390746736,-1.4406025256902657,-2.907836919752658,-3.5169181811306767,935
sobol,4008,0.00023305317154154181,0.01188021618872881,1.5372456312179565,0.001770811271853745,0.007464871276170015,0.004598152358084917,0.01425222773104906,0.010407859459519386,0.34605926275253296,0.0005237825680524111,0.002478252165019512,0.00038713336107321084,0.0026863283342681826,0.0030187349733896553,0.005926325499545783,0.0027701676399447023,0.0022321874094195665,0.0025147888050414623,0.0052580762603320185,0.0025226800702512265,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,00,*,"ctx=(F,F)",-3.6325449825249225,-1.9251756562641102,0.18674326747330966,-2.751827722243053,-2.1269776768245623,-2.3374166426406173,-1.8461172468354903,-1.9826385808168878,-0.4608495217780167,-3.2808489593751307,-2.6058545057465845,-3.4121394019031683,936
sobol,4009,0.5297480225563049,0.1147397980093956,0.0002578593557700515,0.04131358861923218,0.2493022084236145,0.42521044611930847,0.009188597090542316,0.0418660007417202,0.00019311551295686513,0.06313560903072357,0.024234894663095474,0.12990540266036987,0.19596131881326437,0.0004492342582452693,0.01339740280760452,0.0005564340253185946,0.021053654053248466,0.0008261094614863396,0.014757385565899313,0.0006702323528224952,0.19596131881326437,0.0,0.0,0.0,True,False,False,False,0.19596131881326437,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,FF -> unresponsive,unresponsive -> unresponsive,FF -> unresponsive,unresponsive -> unresponsive,0.19596131881326437,0.0,0.0,0.0,False,False,00,*,"ctx=(F,F)",-0.2759306557488108,-0.940285918994994,-3.5886171067021153,-1.3839070792950303,-0.6032738743163574,-0.3713960747314168,-2.036750791371848,-1.3781385231965826,-3.7141828379712103,-1.199725625802033,-1.615558863596918,-0.8863727865959925,937
sobol,4010,0.025903044268488884,0.00018465344328433275,0.05012800171971321,0.0002736296155489981,0.1560337245464325,0.02655990608036518,0.9421269297599792,0.8233790993690491,0.011429952457547188,0.23028433322906494,0.9394541382789612,0.35017916560173035,0.002467883748933673,0.0016700397438835352,0.0010757323432480917,0.0017899484110530466,0.001031758455443196,0.001525808511651121,0.0008483942688908428,0.001876356536988169,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,00,*,"ctx=(F,F)",-1.586649192238735,-3.7336425895269874,-1.2999196075632728,-3.562836899739024,-0.8067815247128534,-1.5757734650288417,-0.025890582153215186,-0.08440016131703024,-1.941955576032352,-0.6377356070796537,-0.027124416179240645,-0.4557096964403696,938
sobol,4011,0.001609646831639111,0.18687497079372406,0.0012839360861107707,0.26728174090385437,0.0002880446263588965,0.00042286908137612045,0.0002568875497672707,0.0001658038963796571,0.13259702920913696,0.001415065722540021,0.0007298463024199009,0.001707809860818088,0.0038126934338361023,0.0027094297129660844,0.07229604122415186,0.0024869212473277004,0.0027733655269257724,0.0027084654229693117,0.07244851927831769,0.00214729718225135,0.0,0.0,0.07229604122415186,0.07244851927831769,False,False,True,True,0.0,-0.0,0.0,-0.0,0.07229604122415186,0.0,0.07244851927831769,0.0,unresponsive -> unresponsive,FF -> FF,unresponsive -> unresponsive,FF -> FF,0.0,0.0,0.07229604122415186,0.07244851927831769,False,False,00,*,"ctx=(F,F)",-2.7932694009217744,-0.728448862206414,-2.8914565947564768,-0.5730307086417179,-3.5405402223796436,-3.373794067699215,-3.590256943605975,-3.78040526777669,-0.877466206040837,-2.849223388921584,-3.1367685878779463,-2.7675604831752065,939
sobol,4012,0.012503596022725105,0.0008333764271810651,0.001105384319089353,0.6309894919395447,0.00047681061550974846,0.002680707024410367,0.2108752578496933,0.35744643211364746,0.002535053761675954,0.019277803599834442,0.22692203521728516,0.005634964909404516,0.0055385005986317995,0.0029475615927949546,0.002664806632325053,0.00266076183388941,0.0021401911119464786,0.00229736850457266,0.0028482973645441233,0.002659265722613782,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,00,*,"ctx=(F,F)",-1.9029650663336783,-3.07915878812397,-2.956486700584051,-0.19997787313410736,-3.321654084211642,-2.57175064764882,-0.6759743733648551,-0.44678903352886906,-2.5960128260144226,-1.7149424485872284,-0.6441233299915557,-2.2491087840898243,940
sobol,4013,0.1084180623292923,1.6916688680648804,0.5649572610855103,0.0007424512295983732,0.023580389097332954,0.5811544060707092,0.0006705814739689231,0.0008518669637851417,0.026472870260477066,0.00011850245937239379,0.000259602878941223,1.237733244895935,0.045396186977624896,0.0007902150635782164,0.400785856962204,0.0004580699353828095,0.017311744652688504,0.000996558873273898,0.39456244322657585,0.0005185557818622328,0.045396186977624896,0.0,0.400785856962204,0.39456244322657585,True,False,True,True,0.045396186977624896,0.0,0.0,-0.0,0.400785856962204,0.0,0.39456244322657585,0.0,FF -> unresponsive,FF -> FF,FF -> unresponsive,FF -> FF,0.045396186977624896,0.0,0.400785856962204,0.39456244322657585,False,False,00,*,"ctx=(F,F)",-0.9648983587895692,0.22831535702094255,-0.24798440523682036,-3.129332069164898,-1.6274490329376883,-0.2357084652078444,-3.1735484489152608,-3.0696282237841044,-1.5771989687588015,-3.9262726363139953,-3.5856904956106743,0.09262705603079648,941
sobol,4014,0.7506331205368042,0.0013058402109891176,0.005504016764461994,0.09930331259965897,1.530174732208252,0.06578926742076874,0.07009809464216232,0.0013039002660661936,1.6665540933609009,0.006231024861335754,0.010871105827391148,0.03612968698143959,0.0006342841755822519,0.00040575759135390397,0.0008493248653612681,0.0003944545109934552,8.088583252986958e-05,0.0002669698224872263,0.00014851743822138984,0.0002271694890946492,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,00,*,"ctx=(F,F)",-0.12457227692129823,-2.884109962212023,-2.259320251970538,-1.0030362638937733,0.18474102617771884,-1.1818449495488408,-1.1542937865645957,-2.884755626053167,0.22181941464634264,-2.205440515938403,-1.9637262764926458,-1.442135801034314,942
sobol,4015,0.0006128682289272547,0.02529698610305786,0.01842310093343258,0.004716245457530022,0.003548813285306096,0.00020611555373761803,0.003728029318153858,0.06267733871936798,0.0009045078186318278,0.7513463497161865,0.06186326965689659,0.0001147886214312166,0.002819631335325539,0.002349507275503129,0.009460985065437853,0.0025228135669603945,0.0026933420677669345,0.002562320712953806,0.009147502632811666,0.002568755037151277,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,00,*,"ctx=(F,F)",-3.2126328918787843,-1.596931217827366,-1.7346372685510094,-2.32640360008315,-2.449916849706901,-3.685889234579121,-2.4285206809043296,-1.2028894519614268,-3.043587674714634,-0.12415981919287393,-1.2085671299774923,-3.9401011597999807,943
sobol,4016,0.00035794542054645717,0.002085135318338871,0.0001910458959173411,0.3806481659412384,0.07032875716686249,1.0393966436386108,0.00035846829996444285,0.002203777665272355,0.00025394317344762385,0.008504044264554977,0.06736443191766739,0.013502909801900387,0.00039330813785636563,0.00036692995426710695,0.00035619447427234264,0.0004079190526681487,0.0002854886832938064,0.0005443636897034593,0.0005989655066368869,0.0008116322267160285,0.0,0.0,0.0,0.0,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0,0.0,0.0,0.0,False,False,00,*,"ctx=(F,F)",-3.446183189452673,-2.6808657555099327,-3.7188622874683577,-0.4194762584058556,-1.152867057267992,0.016781310089703832,-3.445549243787613,-2.6568322227131733,-3.5952634574716362,-2.070374487924795,-1.171569348259138,-1.8695726333762788,944
sobol,4017,0.8058908581733704,0.01644696108996868,1.161710262298584,0.0001207899404107593,0.00015988732047844678,0.0032652108930051327,0.3925730288028717,0.07738373428583145,0.4910717308521271,1.9042319059371948,0.010104025714099407,0.7144156694412231,0.31651910512149334,0.0016390067918109707,0.01375328304991126,0.002291926159989089,0.01624527920782566,0.0015372632416547276,0.001276755281840451,0.0017694682064466178,0.31651910512149334,0.0,0.0,0.0,True,False,False,False,0.31651910512149334,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,FF -> unresponsive,unresponsive -> unresponsive,FF -> unresponsive,unresponsive -> unresponsive,0.31651910512149334,0.0,0.0,0.0,False,False,00,*,"ctx=(F,F)",-0.09372377072912305,-1.7839143350257602,0.0650978258381381,-3.917969232983214,-3.7961859756820604,-2.4860887633290156,-0.40607954132402074,-1.1113503164783183,-0.3088550658445654,0.27971983760717595,-1.995505557199631,-0.14604902853548465,945
sobol,4018,0.13621991872787476,0.0009474733960814774,0.0017000001389533281,0.0173763670027256,0.010382150299847126,0.0003151209093630314,0.002022322965785861,0.5564588904380798,0.0934411957859993,0.026294253766536713,0.00024186953669413924,0.025044502690434456,0.05327968640066683,0.0020649927117956397,0.002868458719458431,0.0022175640051718803,0.005609859514050185,0.0026246699830517173,0.0025204711849801244,0.002421453463146463,0.05327968640066683,0.0,0.0,0.0,True,False,False,False,0.05327968640066683,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,FF -> unresponsive,unresponsive -> unresponsive,FF -> unresponsive,unresponsive -> unresponsive,0.05327968640066683,0.0,0.0,0.0,False,False,00,*,"ctx=(F,F)",-0.865759383164011,-3.0234329756577476,-2.7695510431236903,-1.76004101934865,-1.9837126882368117,-3.501522778927854,-2.6941494862039312,-0.25456691455544933,-1.0294616124412426,-1.5801391499950022,-3.616418827292352,-1.6012875876895576,946
