image_type,context_mode,context_label,transition_label,basin_id,n_core_points,raw_component_id,raw_component_size,purity_min,purity_median,naive_state_median,expert_state_median,naive_state_q10,naive_state_q90,expert_state_q10,expert_state_q90,w_ff_0_q10,w_ff_0_median,w_ff_0_q90,w_ff_1_q10,w_ff_1_median,w_ff_1_q90,w_fb_0_q10,w_fb_0_median,w_fb_0_q90,w_fb_1_q10,w_fb_1_median,w_fb_1_q90,w_lat_0_q10,w_lat_0_median,w_lat_0_q90,w_lat_1_q10,w_lat_1_median,w_lat_1_q90,w_pv_lat_0_q10,w_pv_lat_0_median,w_pv_lat_0_q90,w_pv_lat_1_q10,w_pv_lat_1_median,w_pv_lat_1_q90,W_pv_00_q10,W_pv_00_median,W_pv_00_q90,W_pv_01_q10,W_pv_01_median,W_pv_01_q90,W_pv_10_q10,W_pv_10_median,W_pv_10_q90,W_pv_11_q10,W_pv_11_median,W_pv_11_q90
familiar,11,"ctx=(T,T)",unresponsive -> FB,familiar|11|unresponsive -> FB|01,21,0,210,0.8125,0.84375,0.0,-0.0658973051011562,0.0,0.0,-0.0775651733353734,-0.005479577049613,0.0002392784663243,0.0009533567354083,0.0097090536728501,0.0003116662555839,0.0028129622805863,0.1345590502023697,0.0001265044702449,0.0003306205035187,0.0011304200161248,0.0004157557850703,0.0252304282039403,0.2139950841665268,0.0091440575197339,0.0839227363467216,0.6083479523658752,0.0012638291809707,0.0276542101055383,0.6540154218673706,0.00039493071381,0.0088023412972688,0.9511527419090272,0.00027481422876,0.0064179301261901,0.9697595238685608,0.0023120183032006,0.1693858206272125,1.2649564743041992,0.000344051135471,0.0226317904889583,0.7080501914024353,0.0008695657597854,0.0532960258424282,1.279791235923767,0.0003630843712016,0.0057089976035058,0.1598623096942901
familiar,10,"ctx=(T,F)",unresponsive -> FB,familiar|10|unresponsive -> FB|01,21,0,215,0.8125,0.875,0.0,-0.0673331762589514,0.0,0.0,-0.0763363047502934,-0.0054996215719729,0.0002392784663243,0.0009533567354083,0.0097090536728501,0.0003116662555839,0.0028129622805863,0.1345590502023697,0.0001265044702449,0.0003306205035187,0.0011304200161248,0.0004157557850703,0.0252304282039403,0.2139950841665268,0.0091440575197339,0.0839227363467216,0.6083479523658752,0.0012638291809707,0.0276542101055383,0.6540154218673706,0.00039493071381,0.0088023412972688,0.9511527419090272,0.00027481422876,0.0064179301261901,0.9697595238685608,0.0023120183032006,0.1693858206272125,1.2649564743041992,0.000344051135471,0.0226317904889583,0.7080501914024353,0.0008695657597854,0.0532960258424282,1.279791235923767,0.0003630843712016,0.0057089976035058,0.1598623096942901
novel,10,"ctx=(T,F)",unresponsive -> unresponsive,novel|10|unresponsive -> unresponsive|01,201,0,347,0.8125,0.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.000267555238679,0.010762863792479,0.561747670173645,0.0001532004534965,0.0007509298739023,0.0046335216611623,0.000301240972476,0.0137214018031954,0.6764095425605774,0.0002835993072949,0.0117690246552228,0.6794583797454834,0.0003033585380762,0.0141572700813412,0.7301645278930664,0.0003035617992281,0.0184160433709621,0.8082674741744995,0.0002619192237034,0.0125630646944046,0.6872572898864746,0.0002982954028993,0.0130269974470138,0.697436511516571,0.0002938087855,0.0110878115519881,0.6291852593421936,0.0003232646267861,0.0150019656866788,0.7547855973243713,0.0002723617362789,0.0168812498450279,0.7769217491149902,0.0002949738700408,0.0175417587161064,0.8450422883033752
familiar,1,"ctx=(F,T)",unresponsive -> unresponsive,familiar|1|unresponsive -> unresponsive|01,199,0,346,0.8125,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.00015197695465754,0.0007769405492581,0.0058454186655580425,0.0002659769786987,0.0102826934307813,0.44967207908630413,0.00025388253270641997,0.0104000968858599,0.5650201678276067,0.00030379764502866,0.0120759308338165,0.6828948140144351,0.00030165930511426005,0.0176703762263059,0.7312965273857129,0.00032479521469212,0.0189781878143548,0.8165081262588508,0.00029468196444208005,0.0145314494147896,0.6946392297744757,0.0003174728713929,0.0156931858509778,0.734423971176148,0.00027407444431437996,0.0143898418173193,0.7698912978172304,0.00023975690419318,0.0113457739353179,0.6319439649581912,0.00032633410883132,0.0195806976407766,0.8705833792686464,0.00032899335492396004,0.0153458956629037,0.6144345283508306
novel,1,"ctx=(F,T)",FF -> FF,novel|1|FF -> FF|01,18,0,234,0.8125,0.84375,0.304397802375257,0.29880230419512377,0.06761468264460561,0.6180991944370559,0.06583203138560048,0.6139521150002256,0.0007282108825165401,0.0034553048899397,0.2804586619138718,0.15395234525203705,0.756473571062088,1.5621691107749938,0.00035683528403743003,0.0167056713253259,0.12713900282979007,0.020520785404369194,0.23862442374229426,1.4986195921897891,0.0006741560413501501,0.0087798009626567,0.11253076568245889,0.00019486557575869,0.0015174691798164998,0.17512887939810778,0.00210567764006549,0.04544107429683205,0.5716328680515295,0.0007149409910198001,0.04216639138758175,0.6348728448152551,0.00028734896186501,0.0280847484245896,0.2220435366034509,0.00016090925200837,0.00127222377341235,0.03179698809981344,0.0012548477156087401,0.01684876903891555,0.6362117648124698,0.00025341475702583,0.00302427296992385,0.16440275162458412
familiar,0,"ctx=(F,F)",unresponsive -> unresponsive,familiar|0|unresponsive -> unresponsive|01,208,0,353,0.8125,0.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.00015389940235758002,0.0007902276120148001,0.005857213400304261,0.00028658294759217006,0.0116820624098181,0.5166930079460145,0.00026165379094886,0.010589587036520201,0.6581887900829319,0.00032832644646984004,0.01342121837660665,0.7462174177169802,0.0003580003947717802,0.0217144368216395,0.7972992718219759,0.00030583426705560007,0.017849821597337702,0.778693407773972,0.00026442418748045,0.0126308011822402,0.6983301997184758,0.00027794964553316,0.0162574797868728,0.7378731012344364,0.0002671641588676,0.0145207839086651,0.7139905512332925,0.00025152999296550004,0.01263189362362025,0.6610237061977394,0.00031837089918546003,0.0176851283758878,0.8711029052734376,0.00033516023249829,0.0159062352031469,0.6360075533390046
novel,0,"ctx=(F,F)",unresponsive -> unresponsive,novel|0|unresponsive -> unresponsive|01,206,0,350,0.8125,0.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.00027453387156125,0.01092941407114265,0.5475882887840271,0.0001527103595435,0.00077511451672755,0.0051889533642679,0.0003070497477892,0.0158851267769932,0.73257976770401,0.00028531455609480004,0.01231647236272685,0.7006306946277618,0.0003061250172322,0.01541490294039245,0.7100489139556885,0.0003239130310248,0.01952192280441515,0.8209798336029053,0.00026370848354415,0.01212716894224285,0.648229718208313,0.00028544000815594996,0.01380945276468985,0.7066470980644226,0.00027795018104365,0.01161181088536975,0.6341981589794159,0.0003386666649021,0.0178697938099503,0.7852799296379089,0.0002758010377874,0.017230563797056647,0.7533051073551178,0.00030208239331835,0.0174396727234125,0.8402507901191711
