method,sample_idx,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1,W_pv_00,W_pv_01,W_pv_10,W_pv_11,full_familiar_naive,occlusion_familiar_naive,full_novel_naive,occlusion_novel_naive,full_familiar_expert,occlusion_familiar_expert,full_novel_expert,occlusion_novel_expert,familiar_naive_state,familiar_expert_state,novel_naive_state,novel_expert_state,familiar_naive_responsive,familiar_expert_responsive,novel_naive_responsive,novel_expert_responsive,familiar_naive_ff_scalar,familiar_naive_fb_scalar,familiar_expert_ff_scalar,familiar_expert_fb_scalar,novel_naive_ff_scalar,novel_naive_fb_scalar,novel_expert_ff_scalar,novel_expert_fb_scalar,familiar_transition,novel_transition,familiar_transition_label,novel_transition_label,familiar_transition_point_x,familiar_transition_point_y,novel_transition_point_x,novel_transition_point_y,receives_context_familiar,receives_context_novel,context_mode,context_marker,context_label,log10_w_ff_0,log10_w_ff_1,log10_w_fb_0,log10_w_fb_1,log10_w_lat_0,log10_w_lat_1,log10_w_pv_lat_0,log10_w_pv_lat_1,log10_W_pv_00,log10_W_pv_01,log10_W_pv_10,log10_W_pv_11,weight_point_idx,ff_fb_transition_subclass,ff_fb_initial_subclass,familiar_local_purity,familiar_stable_core,familiar_raw_component_id,familiar_raw_component_size,familiar_basin_id,familiar_basin_size,novel_local_purity,novel_stable_core,novel_raw_component_id,novel_raw_component_size,novel_basin_id,novel_basin_size
sobol,0,0.0007210078183561,0.0005434813792817,0.167111650109291,0.0006204962264746,0.0233245659619569,0.1963520795106887,0.0036294707097113,1.686392903327942,0.9404970407485962,0.0004533855535555,0.1949318945407867,0.0125459237024188,0.0404687945116311,0.0582273183818906,0.001813322772643,0.0026391253788024,0.0256536633595824,0.125531698577106,0.0419371475176885,0.0433401241209358,-0.0177585238702595,-0.0998780352175235,0.0,-0.0014029766032472,True,True,False,True,0.0,0.0177585238702595,0.0,0.0998780352175235,0.0,-0.0,0.0,0.0014029766032472,FB -> FB,unresponsive -> FB,FB -> FB,unresponsive -> FB,-0.0177585238702595,-0.0998780352175235,0.0,-0.0014029766032472,True,True,11,o,"ctx=(T,T)",-3.1420600259178433,-3.2648153310877666,-0.7769932724177305,-3.207260855303403,-1.632186429128338,-0.7069644948761968,-2.44015670405806,0.226958765939948,-0.0266425666086338,-3.3435323221253745,-0.7101170962861184,-1.9014973579368364,0,other,other,0.125,False,0,71,,0,0.7916666666666666,True,0,314,novel|11|unresponsive -> FB|01,60
sobol,1,1.6741228103637695,0.7495217323303223,0.0038856395985931,1.9112697839736936,0.0005022474215365,0.0079348813742399,0.0670844390988349,0.0003387691685929,0.0006368401227518,0.075953908264637,0.0003043945180252,0.7687925696372986,0.6483282680213451,0.0221370715646189,1.0390481343269349,0.7305072632431984,0.0952668053656816,0.0667947268635034,1.069115011274815,0.770630463629961,0.6483282680213451,0.0284720785021781,0.3085408710837365,0.2984845476448536,True,True,True,True,0.6483282680213451,0.0,0.0284720785021781,0.0,0.3085408710837365,0.0,0.2984845476448536,0.0,FF -> FF,FF -> FF,FF -> FF,FF -> FF,0.6483282680213451,0.0284720785021781,0.3085408710837365,0.2984845476448536,True,True,11,o,"ctx=(T,T)",0.2237873138167099,-0.1252157702949464,-2.4105374836129356,0.2813219939212979,-3.2990822841771315,-2.1004595615238917,-1.1733782070626464,-3.470096121715663,-3.195969582612067,-1.1194498742818264,-3.51656317323141,-0.1141908227655178,1,other,FF_FB_broad,0.3333333333333333,False,0,64,,0,0.7083333333333334,True,0,425,novel|11|FF -> FF|01,165
sobol,2,0.0702092424035072,0.0040066624060273,0.7406843900680542,0.013805846683681,0.0037382785230875,0.0008313845610246,0.0006511254468932,0.0061665079556405,0.0014236681163311,0.2101060152053833,0.0127725740894675,0.0233254767954349,0.3170820471346378,0.2856152418553829,0.0145159395560913,0.0158638356775045,0.3439901234358549,0.3442187356650829,0.0433693991107866,0.0514502347894012,0.0314668052792549,-0.000228612229228,0.0,-0.0080808356786146,True,True,False,True,0.0314668052792549,0.0,0.0,0.000228612229228,0.0,-0.0,0.0,0.0080808356786146,FF -> FB,unresponsive -> FB,FF -> FB,unresponsive -> FB,0.0314668052792549,-0.000228612229228,0.0,-0.0080808356786146,True,True,11,o,"ctx=(T,T)",-1.1536057132173043,-2.3972172488765215,-0.1303668080131055,-1.8599369538363872,-2.4273283443339313,-3.0801980446891695,-3.186335331485579,-2.2099607038641937,-2.846591241067872,-0.6775615138334103,-1.893721569440094,-1.632169470089071,2,FF_FB_narrow_familiar,FF_FB_narrow_familiar,0.7916666666666666,True,0,441,familiar|11|FF -> FB|01,168,0.4583333333333333,False,0,314,,0
sobol,3,0.0042813722975552,0.0283964462578296,0.000131664564833,0.0858228728175163,1.5136303901672363,0.0163116697221994,0.2003955096006393,0.0248650778084993,0.0185482483357191,0.0017261221073567,0.0532960258424282,0.0002458630187902,0.0003506205904013,0.000604646472464,0.029820341611281,0.0188501820566598,0.0426961961528286,0.0535834164414554,0.075821090567857,0.065456429079175,0.0,-0.0108872202886268,0.029820341611281,0.010364661488682,False,True,True,True,0.0,-0.0,0.0,0.0108872202886268,0.029820341611281,0.0,0.010364661488682,0.0,unresponsive -> FB,FF -> FF,unresponsive -> FB,FF -> FF,0.0,-0.0108872202886268,0.029820341611281,0.010364661488682,True,True,11,o,"ctx=(T,T)",-2.36841700534866,-1.5467360073890568,-3.880531091918744,-1.0663969520742296,0.1800198387653276,-1.7875015807119192,-0.6981120142295072,-1.6044101774231485,-1.7316970981271886,-2.762928485170349,-1.273305174070092,-3.609306790265522,3,FF_FB_narrow_novel,FF_FB_narrow_novel,0.875,True,0,411,familiar|11|unresponsive -> FB|01,194,0.4583333333333333,False,0,425,,0
sobol,4,0.0032666004262864,0.0052634854800999,0.0107790771871805,0.0187534149736166,0.2670897245407104,1.25562584400177,0.0002654977433849,0.0022930603008717,0.0068561462685465,0.0177435241639614,0.0028484552167356,0.0008131837239488,0.0008226800713819,0.0006253103763974,0.0016474497800372,0.0015444286059646,0.0563721562549471,0.063880218969658,0.0423189300820231,0.0424621281083673,0.0,-0.0075080627147108,0.0,-0.0001431980263441,False,True,False,True,0.0,-0.0,0.0,0.0075080627147108,0.0,-0.0,0.0,0.0001431980263441,unresponsive -> FB,unresponsive -> FB,unresponsive -> FB,unresponsive -> FB,0.0,-0.0075080627147108,0.0,-0.0001431980263441,True,True,11,o,"ctx=(T,T)",-2.4859039855955185,-2.278726570776064,-1.9674184181539376,-1.7269196362480692,-0.5733428198075652,0.0988602460148237,-3.5759391658806106,-2.639584524427713,-2.163919925777821,-1.7509601177084846,-2.5453906041088277,-3.0898113224465926,4,other,other,0.625,False,0,411,,0,0.4166666666666667,False,0,314,,0
sobol,5,0.0288289207965135,0.0748245194554328,0.0382356941699981,0.0028634564951062,0.0072253448888659,0.0015572471311315,0.9902518391609192,0.1094285622239112,0.0868753641843795,0.0001457352773286,0.0204319525510072,0.0822484120726585,0.0263901506150141,0.0143079126812517,0.0302147319205105,0.0028798083509318,0.0857222696989774,0.0881973150260746,0.0798087450563907,0.051047606844455,0.0263901506150141,-0.0024750453270971,0.0302147319205105,0.0287611382119357,True,True,True,True,0.0263901506150141,0.0,0.0,0.0024750453270971,0.0302147319205105,0.0,0.0287611382119357,0.0,FF -> FB,FF -> FF,FF -> FB,FF -> FF,0.0263901506150141,-0.0024750453270971,0.0302147319205105,0.0287611382119357,True,True,11,o,"ctx=(T,T)",-1.5401716150135123,-1.1259560636427854,-1.4175310207761351,-2.543109410797145,-2.1411414178092727,-2.8076424605404275,-0.0042543423226123,-0.9608693069126358,-1.0611033618212835,-3.836435308252585,-1.6896901286387864,-1.0848724779948775,5,FF_FB_broad,FF_FB_broad,0.4166666666666667,False,0,441,,0,0.5416666666666666,False,0,425,,0
sobol,6,0.1707740426063537,0.000207288088859,0.0003652567393146,0.4096911251544952,0.0002787918492686,0.0001050950741046,0.0094272652640938,0.1809693723917007,0.2085944712162017,0.0053886990062892,0.7933666110038757,0.2133075296878814,0.0672328489162027,0.0065021510780788,0.1581989409402013,0.1569133421778679,0.030807993274182,0.0778123843558132,0.2030528212860226,0.2077584352195262,0.0672328489162027,-0.0470043910816311,0.0012855987623333,-0.0047056139335036,True,True,True,True,0.0672328489162027,0.0,0.0,0.0470043910816311,0.0012855987623333,0.0,0.0,0.0047056139335036,FF -> FB,FF -> FB,FF -> FB,FF -> FB,0.0672328489162027,-0.0470043910816311,0.0012855987623333,-0.0047056139335036,True,True,11,o,"ctx=(T,T)",-0.7675781407285872,-3.6834256525197633,-3.4374017621967847,-0.3875434437553678,-3.554719927379677,-3.978417639245976,-2.025614272582158,-0.7423949197539772,-0.680697206705824,-2.2685160738837253,-0.1005260808493907,-0.6709938138230517,6,other,FF_FB_broad,0.4583333333333333,False,0,441,,0,0.16666666666666666,False,0,46,,0
sobol,7,0.0001366638025501,0.5733962059020996,0.1694733500480651,0.0001309549552388,0.1671600937843322,0.106876216828823,0.0149452798068523,0.0004344255721662,0.0001271441724384,0.9025232791900636,0.0008415867341682,0.0037289361935108,0.0633781080730259,0.0617140205781906,0.1681929216235876,0.0014502833784208,0.1294328864440322,0.1295841679871082,0.2034544174820184,0.0401628692112863,0.0016640874948352,-0.000151281543076,0.1681929216235876,0.1632915482707321,True,True,True,True,0.0016640874948352,0.0,0.0,0.000151281543076,0.1681929216235876,0.0,0.1632915482707321,0.0,FF -> FB,FF -> FF,FF -> FB,FF -> FF,0.0016640874948352,-0.000151281543076,0.1681929216235876,0.1632915482707321,True,True,11,o,"ctx=(T,T)",-3.864346499583016,-0.2415451850575382,-0.7708985855849683,-3.882878063545184,-0.7768673938696024,-0.9711189276178304,-1.8254959496488272,-3.3620846182170827,-3.895703540606924,-0.0445415873243538,-3.0749011188687367,-2.4284150478650837,7,FF_FB_broad,FF_FB_broad,0.3333333333333333,False,0,441,,0,0.5,False,0,425,,0
sobol,8,0.0003193170705344,0.0017744352808222,0.0008891872130334,0.0012063845060765,0.0007235156954266,0.0445994660258293,0.0001055308239301,0.0012961098691448,0.0096942046657204,0.0032464666292071,0.0004177210212219,0.0047348225489258,0.0024959604272153,0.0027555358973331,0.0031387272691354,0.0023004542973358,0.0759116785004735,0.0762272641547024,0.0498900806419551,0.0501032413691282,0.0,-0.0003155856542289,0.0,-0.000213160727173,False,True,False,True,0.0,-0.0,0.0,0.0003155856542289,0.0,-0.0,0.0,0.000213160727173,unresponsive -> FB,unresponsive -> FB,unresponsive -> FB,unresponsive -> FB,0.0,-0.0003155856542289,0.0,-0.000213160727173,True,True,11,o,"ctx=(T,T)",-3.4957778636693,-2.750939836099063,-3.051006791304747,-2.91851424920031,-3.1405520431721268,-1.3506703409162,-3.976620671100199,-2.8873581824616448,-2.0134878156164837,-2.488589056929739,-3.3791136689269305,-2.324696292788779,8,other,other,0.625,False,0,411,,0,0.3333333333333333,False,0,314,,0
sobol,9,0.4009524881839752,0.0187074411660432,0.4457932114601135,0.0279765259474515,0.033692430704832,0.0004837418964598,1.3351783752441406,0.0618525706231594,0.1124634891748428,0.3875726759433746,1.7055275440216064,1.4732624292373655,0.3264957853853703,0.1670661803036928,0.01534289704822,0.0134132978543639,0.0110231898445636,0.2290246901065111,0.0010354935491341,0.0518655919618904,0.1594296050816774,-0.2290246901065111,0.0,-0.0518655919618904,True,True,False,True,0.1594296050816774,0.0,0.0,0.2290246901065111,0.0,-0.0,0.0,0.0518655919618904,FF -> FB,unresponsive -> FB,FF -> FB,unresponsive -> FB,0.1594296050816774,-0.2290246901065111,0.0,-0.0518655919618904,True,True,11,o,"ctx=(T,T)",-0.3969070870856055,-1.72798561193697,-0.3508665492426374,-1.5532062160602316,-1.4724676561718717,-3.3153862971198143,0.1255392898274253,-1.208642246168189,-0.948988446650252,-0.4116468485080352,0.2318587375927262,0.1682801137253962,9,FF_FB_narrow_familiar,FF_FB_narrow_familiar,0.625,False,0,441,,0,0.375,False,0,314,,0
