transition,transition_label,transition_row,experiment_phase,phase_label,phase_index,condition,condition_label,condition_index,image_type,trace_label,trace_index,y,y_sem,y_raw_mean,trial_step,relative_step,baseline_mean,baseline_std,baseline_n,n_trials,trial_len,stim_start,stim_end
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,0.48152310146376837,0.27398162289524663,0.0405815988779068,78.0,-12.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,0.34820828353183025,0.27095694612064813,0.038979002833366395,79.0,-11.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,0.43375619050332653,0.27265159600976585,0.04000738617032766,80.0,-10.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,0.45124757485398054,0.3055593617308106,0.040217652544379236,81.0,-9.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,0.34179341188238266,0.28541670294063476,0.03890188876539469,82.0,-8.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,0.4229546785678983,0.28063939036967417,0.03987753968685866,83.0,-7.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,0.32734975125406035,0.23939597996482567,0.0387282595038414,84.0,-6.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,0.38724268059907796,0.253876777125051,0.03944824077188969,85.0,-5.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,0.3623475653544876,0.2725850639542492,0.03914897311478853,86.0,-4.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,0.365146706854294,0.2634773721667632,0.039182621985673904,87.0,-3.0,0.03479314242774207,0.012021139655747701,900,10,120,90.0,120.0
