target,candidate_idx,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1,full_familiar_naive,occlusion_familiar_naive,full_novel_naive,occlusion_novel_naive,full_familiar_expert,occlusion_familiar_expert,full_novel_expert,occlusion_novel_expert,familiar_transition,novel_transition,objective,normalized_rmse,mismatch_penalty,transition_score_familiar,transition_score_novel,transition_bonus
FB_FB,7,1e-07,1e-07,0.6,0.6,1.5,1.5,1.5,1.5,0.00042561749047915023,0.04366224513699611,0.0,0.040454592237559456,0.00043705765524464367,0.04979309580909709,0.0006944645444794636,0.042092817711333434,FB -> FB,FB -> FB,-0.14204486622475088,0.00996063556522131,0,0.0434553409460932,0.03254740994889289,3.0401100357994437
FF_FB_broad,0,0.5,0.5,0.05,0.05,0.3,0.3,0.3,0.3,0.04167917588880907,0.006127565627684817,0.04154660146838675,0.0063283979950938376,0.013735445030033589,0.017227755611141524,0.04970252529407541,0.011546684452332557,FF -> unresponsive,FF -> FF,-0.1314010940802594,0.0,0,0.024451420277667543,0.04124912676246215,2.628021881605188
FF_FB_narrow_familiar,5,0.9,0.01,0.01,0.01,0.3,1.5,0.3,1.5,0.050237084118028484,0.0003840070508886129,0.001959666629166653,0.00016890222880192596,0.020321514558357498,0.007380745435754458,0.0016619241097941995,0.002045386530032071,FF -> unresponsive,unresponsive -> unresponsive,-0.15182103280094456,0.0,0,0.029915569559670986,0.045994946840801285,3.036420656018891
FF_FB_narrow_novel,6,0.01,0.9,0.01,0.15,0.3,0.3,0.3,0.3,0.005885794630739838,0.0012285507162838863,0.12128639134267966,0.0217431915535902,0.004565722887249043,0.011790044508719197,0.1318095116255184,0.027687466610223053,unresponsive -> unresponsive,FF -> FF,-0.46546519443703194,0.0,0,0.03232416086054097,0.200408436357975,9.309303888740638
FF_un,3,0.5,0.5,1e-07,1e-07,0.1,0.1,0.1,0.1,0.06652412009425461,0.000717681542543384,0.06805301927961409,0.00040519475405744745,0.024535062986736498,0.009620985340249414,0.07285711335328718,0.005335993773769587,FF -> unresponsive,FF -> FF,-0.08402295857667919,0.18177542090415955,0,0.041989057107518116,0.09091013263290126,5.315967589616775
un_FB,1,0.01,0.01,0.01,0.01,1.5,1.5,1.5,1.5,0.0003981052573804907,0.0002500651441854037,0.0,1.009075842735759e-06,2.820317425526279e-08,0.006062238066806458,1.911415571006122e-06,0.000510481888098487,unresponsive -> unresponsive,unresponsive -> unresponsive,-0.18605633142374367,0.0,0,0.043539656675813054,0.04948850903605878,3.7211266284748734
un_un,152,0.010615933686494827,0.008069498464465141,0.004294231534004211,0.007507443893700838,1.3640955686569214,2.0,1.7884937524795532,2.0,0.0004285066828555654,0.0001823713108630424,0.0,5.694144126285513e-07,1.8602124962630028e-08,0.004854354379737439,1.573965137140476e-05,0.0004720550199029579,unresponsive -> unresponsive,unresponsive -> unresponsive,-0.12141208519142832,0.06707694381475449,0,0.044717138937406996,0.049527375565684414,3.769780580123656
