transition,transition_label,transition_row,experiment_phase,phase_label,phase_index,condition,condition_label,condition_index,image_type,trace_label,trace_index,step,y,y_raw,y_baseline_zscore,baseline_mean,baseline_std,baseline_n,plot_window_start,plot_window_end,stim_start,stim_end,experiment_series,seed
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1082.0,-3.445413634907655,0.0113780926913023,-3.445413634907655,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1083.0,-2.523183631233255,0.01946459338068962,-2.523183631233255,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1084.0,-2.6341762782460485,0.018491363152861595,-2.6341762782460485,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1085.0,-2.3413705298228433,0.021058807149529457,-2.3413705298228433,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1086.0,-2.461453757556874,0.02000586688518524,-2.461453757556874,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1087.0,-2.5725708865134593,0.019031545147299767,-2.5725708865134593,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1088.0,-2.6345148861272856,0.01848839409649372,-2.6345148861272856,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1089.0,-2.5169217221221505,0.01951950043439865,-2.5169217221221505,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1090.0,-2.6282274858331514,0.01854352466762066,-2.6282274858331514,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1091.0,-2.7339678870093187,0.01761634834110737,-2.7339678870093187,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1092.0,-2.7307217972770848,0.017644811421632767,-2.7307217972770848,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1093.0,-2.8313374085317715,0.016762571409344673,-2.8313374085317715,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1094.0,-2.9269223348156603,0.015924442559480667,-2.9269223348156603,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1095.0,-3.017727982921376,0.015128220431506634,-3.017727982921376,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1096.0,-1.9103148372268512,0.024838484823703766,-1.9103148372268512,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
un_un,un -> un,0,naive,Naive,0,familiar_1,Familiar 1,0,full,Nonoccluded,0,1097.0,-1.3867595011995957,0.02942923828959465,-1.3867595011995957,0.04158892905847593,0.008768420737959769,44,1005.0,1125.0,1050.0,1080.0,training_familiar,42
