search_group,candidate_idx,target,seed,matched_target,predicted_target,predicted_objective,predicted_rmse,predicted_gap,familiar_transition,novel_transition,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1,full_familiar_naive,occlusion_familiar_naive,full_familiar_expert,occlusion_familiar_expert,full_novel_naive,occlusion_novel_naive,full_novel_expert,occlusion_novel_expert
standard,1,un_FB,11,True,un_FB,-0.15224929627050232,0.00599702587351203,1.2043508878892681,unresponsive -> unresponsive,unresponsive -> unresponsive,0.01,0.01,0.01,0.01,1.5,1.5,1.5,1.5,7.133710365536672e-06,0.00016063773114183277,1.120001269860893e-06,0.012534409383079037,4.323310750231624e-08,6.6358144690426e-05,0.00012102984831017239,0.00811543366908154
standard,1,un_FB,23,True,un_FB,-0.1256452114470875,0.04030262678861618,1.1766743922659715,unresponsive -> unresponsive,unresponsive -> unresponsive,0.01,0.01,0.01,0.01,1.5,1.5,1.5,1.5,0.0,0.00010051256843012224,7.145452887468025e-16,0.010899364394572331,1.082996564233385e-08,0.00020500111536421174,8.482455728792138e-09,0.0058212028037814886
standard,1,un_FB,37,True,un_FB,-0.14083390489015385,0.01520682405680418,1.1941385043099757,unresponsive -> unresponsive,unresponsive -> unresponsive,0.01,0.01,0.01,0.01,1.5,1.5,1.5,1.5,3.490164571197038e-11,1.0040512675146829e-05,4.1768330694935686e-05,0.01388493017948349,4.659019284901575e-15,0.0002235692591540328,1.5927946045657394e-06,0.00786109557520831
standard,1650,un_FB,11,True,un_FB,-0.15134885765053951,0.007909046486020088,1.2030627403236849,unresponsive -> unresponsive,unresponsive -> unresponsive,0.015943745151162148,0.008569834753870964,0.014703379943966866,0.012808475643396378,1.6898553371429443,1.615781307220459,0.7220494151115417,2.0,5.71345941544621e-06,0.00018336419444722196,1.0361525862201404e-06,0.012341290206677513,3.398982130198292e-08,8.128831777511891e-05,0.00010982712698250907,0.007765105212820344
standard,1650,un_FB,23,True,un_FB,-0.12333449131802468,0.043153248727321625,1.1742778146757815,unresponsive -> unresponsive,unresponsive -> unresponsive,0.015943745151162148,0.008569834753870964,0.014703379943966866,0.012808475643396378,1.6898553371429443,1.615781307220459,0.7220494151115417,2.0,0.0,0.00012146955991454433,5.448720487746533e-16,0.010796461495192488,9.735578693215175e-09,0.00019660112725432554,4.613886814275325e-09,0.005641597794965492
standard,1650,un_FB,37,True,un_FB,-0.13841299814238256,0.017519306391477585,1.1917656006436346,unresponsive -> unresponsive,unresponsive -> unresponsive,0.015943745151162148,0.008569834753870964,0.014703379943966866,0.012808475643396378,1.6898553371429443,1.615781307220459,0.7220494151115417,2.0,2.8999756608127752e-11,2.933307188754952e-05,2.5636991853161818e-05,0.014030290704249637,3.880358667081308e-15,0.00026228829477759064,1.5035126493145867e-06,0.007711935662155156
standard,1647,un_FB,11,True,un_FB,-0.14598540343881902,0.010464447550475597,1.1988809800542641,unresponsive -> unresponsive,unresponsive -> unresponsive,0.005024964455515146,0.007525823079049587,0.004323869943618774,0.008899128995835781,2.0,1.294271469116211,0.7151617407798767,1.3084440231323242,5.006713616850789e-06,0.00013722691629709517,1.0260745609613763e-06,0.012969137808249797,3.230967587364297e-08,6.224633308331562e-05,9.878176844040354e-05,0.00860646344772249
standard,1647,un_FB,23,True,un_FB,-0.12949955793090984,0.035642970353364944,1.180839383462966,unresponsive -> unresponsive,unresponsive -> unresponsive,0.005024964455515146,0.007525823079049587,0.004323869943618774,0.008899128995835781,2.0,1.294271469116211,0.7151617407798767,1.3084440231323242,5.385446211376987e-10,2.2357550784784273e-05,7.116104360929556e-16,0.010971181441709632,1.2169125880590048e-08,0.00021734772280979087,7.645313854914847e-09,0.006217849142558407
standard,1647,un_FB,37,True,un_FB,-0.11604448306120657,0.03622996807098389,1.1712602969288899,unresponsive -> unresponsive,unresponsive -> unresponsive,0.005024964455515146,0.007525823079049587,0.004323869943618774,0.008899128995835781,2.0,1.294271469116211,0.7151617407798767,1.3084440231323242,2.009555235838725e-11,2.393424332336469e-08,1.5129341520037087e-05,0.015349428620538674,1.9513010605649687e-12,0.00014930889837643234,1.5685211954163946e-06,0.008364012980746339
standard,1630,un_FB,11,True,un_FB,-0.1344760550389964,0.02671574428677559,1.1864563915387407,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0035933521576225758,0.00833610724657774,0.007300799246877432,0.010009023360908031,2.0,0.9185932278633118,2.0,1.280841588973999,5.795529603958016e-06,0.0002027546178396733,1.0788170645703588e-06,0.010975564637919887,3.6754221541257515e-08,9.920841120134583e-05,0.00011887086827755411,0.008126572670153109
standard,1630,un_FB,23,True,un_FB,-0.11311779979673223,0.05545859411358833,1.164957191493058,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0035933521576225758,0.00833610724657774,0.007300799246877432,0.010009023360908031,2.0,0.9185932278633118,2.0,1.280841588973999,1.5705960895555371e-09,6.215803425915471e-05,4.693249480425266e-06,0.009469091059145285,1.4533907520541955e-08,0.0002736036532041908,1.2853868289197656e-08,0.005906950298231095
standard,1630,un_FB,37,True,un_FB,-0.15080790774836184,0.00870936643332243,1.2031898235572052,unresponsive -> unresponsive,unresponsive -> unresponsive,0.0035933521576225758,0.00833610724657774,0.007300799246877432,0.010009023360908031,2.0,0.9185932278633118,2.0,1.280841588973999,2.0359545089599936e-11,3.220428584249646e-06,2.1316148006178538e-05,0.012447405971761328,7.564625701962083e-12,0.0002802263384893422,1.797560046057356e-06,0.0075105101703229595
standard,1580,un_FB,11,True,un_FB,-0.15080117714718994,0.006209583953022957,1.203036891275565,unresponsive -> unresponsive,unresponsive -> unresponsive,0.017904235050082207,0.011928793042898178,0.021520813927054405,0.016246315091848373,1.5297280550003052,2.0,1.0543252229690552,1.4575262069702148,5.419803645523303e-06,0.0002225978352328184,1.0191364913758605e-06,0.013172654298978159,3.504439952395355e-08,9.489022561126603e-05,0.00010449791477071813,0.008004477090071304
standard,1580,un_FB,23,True,un_FB,-0.12531750849835818,0.04007217288017273,1.175906886643429,unresponsive -> unresponsive,unresponsive -> unresponsive,0.017904235050082207,0.011928793042898178,0.021520813927054405,0.016246315091848373,1.5297280550003052,2.0,1.0543252229690552,1.4575262069702148,0.0,0.00024576882862561435,2.5495484404349323e-16,0.011375744169345125,7.1784589598944405e-09,0.00019209581573704783,1.7103037385640673e-09,0.005491550497026765
standard,1580,un_FB,37,True,un_FB,-0.12600125644330545,0.027825020253658295,1.1803166255646376,unresponsive -> unresponsive,unresponsive -> unresponsive,0.017904235050082207,0.011928793042898178,0.021520813927054405,0.016246315091848373,1.5297280550003052,2.0,1.0543252229690552,1.4575262069702148,3.290101999978319e-11,6.518139706486181e-05,2.7602999091413948e-05,0.014772314025321975,2.4356346080346127e-15,0.00033754535317029875,1.3327378269423207e-06,0.007911820875960984
standard,1032,un_FB,11,True,un_FB,0.5951560104392257,0.21137404441833496,1.0045742428981612,unresponsive -> FB,unresponsive -> unresponsive,0.0633833259344101,0.00016055439482443035,0.015910785645246506,0.0001006720558507368,1.479056715965271,0.46293365955352783,0.00012661160144489259,0.026324713602662086,5.236999879798532e-05,0.0005939385125202535,1.1514125200839941e-06,0.025710171725950203,0.00012232657086457265,7.640682982810177e-05,0.00020053517256428676,0.015464546201110351
