target,w_ff_0,w_ff_1,w_fb_0,w_fb_1,w_lat_0,w_lat_1,w_pv_lat_0,w_pv_lat_1,lr_ff,lr_fb,lr_lat,lr_pv
FB_FB,0.00150768726158035,0.00096718694467465,0.3640769349205115,0.3885085880756378,0.23237009103678113,0.2379896105549236,0.09736805105869134,0.10881132371399145,0.0102914390360939,0.0025708310686343,0.0065803078468888495,0.0020285790646609
FF_FB_broad,0.43544280679222536,0.4337290133389369,0.07724237442016596,0.0437213801687272,0.01233723643368315,0.012520027095662651,0.06357150418677496,0.045168701240519096,0.0087742220337108,0.0023164707972871,0.0024544573145532,0.00176937471812995
FF_FB_narrow_familiar,0.7580186996892919,0.008862831164151399,0.0127839585766196,0.0105949793942272,0.0306378954850995,0.11527175441932741,0.09418571740388865,0.09249419346451755,0.009216445352312,0.0017602902789784,0.0044937378840432494,0.00188688943511255
FF_FB_narrow_novel,0.009251263923943,0.7827834486961365,0.0078865718096494,0.0906510658359048,0.1259050476110827,0.0341749039654231,0.1322430691275324,0.1151457577943801,0.0124691991438327,0.0024796335492283,0.0045141196630914,0.001989179963334
FF_un,0.37683258950710297,0.44163629217741784,0.0003213948075142,0.0002821368107106,0.06838935986161229,0.057240991037969854,0.0713533226197815,0.0681129097938537,0.01716459263116115,0.0023445523968094,0.005942463641986201,0.0020568395266309
un_FB,0.00700650891830575,0.0066882937641040505,0.00992601799731005,0.009347471181219251,0.04968305655172575,0.05263196872429515,0.0309609328067399,0.03382259279867775,0.005078911913043,0.0010459285530678999,0.00284933497315725,0.00175588202796255
